Momentum_MeV/c	Charge_pC	ChargeDen_pC/MeV/c	acepAngle_mrad	NrmMmt_MeV/c/T	gap Mmt_MeV/c
4.79778830e+00	1.75258412e-03	8.92491761e-03	1.01494575e+01	2.39291187e+01	0.00000000e+00
4.99415808e+00	2.05001604e-03	1.04395698e-02	1.01300338e+01	2.49085191e+01	0.00000000e+00
5.19052786e+00	1.80337644e-03	9.18357412e-03	1.01110003e+01	2.58879195e+01	0.00000000e+00
5.38689765e+00	1.64914661e-03	8.39816902e-03	1.00921026e+01	2.68673199e+01	0.00000000e+00
5.58326743e+00	1.92198019e-03	9.78755577e-03	1.00732368e+01	2.78467203e+01	0.00000000e+00
5.77963721e+00	1.78305645e-03	9.08009593e-03	1.00546313e+01	2.88261207e+01	0.00000000e+00
5.97600699e+00	1.76079998e-03	8.96675635e-03	1.00362827e+01	2.98055211e+01	0.00000000e+00
6.17237677e+00	2.01370798e-03	1.02546734e-02	1.00176364e+01	3.07849216e+01	0.00000000e+00
6.36874655e+00	1.91358822e-03	9.74482022e-03	9.99907972e+00	3.17643220e+01	0.00000000e+00
6.56511633e+00	1.57037563e-03	7.99703304e-03	9.98059139e+00	3.27437224e+01	0.00000000e+00
6.76148612e+00	1.61495175e-03	8.22403398e-03	9.96217199e+00	3.37231228e+01	0.00000000e+00
6.95785590e+00	1.30246700e-03	6.63272625e-03	9.94382237e+00	3.47025232e+01	0.00000000e+00
7.15422568e+00	1.29604309e-03	6.60001290e-03	9.92553851e+00	3.56819236e+01	0.00000000e+00
7.35059546e+00	1.44389324e-03	7.35292994e-03	9.90732145e+00	3.66613240e+01	0.00000000e+00
7.54696524e+00	1.58306456e-03	8.06165055e-03	9.88905383e+00	3.76407244e+01	0.00000000e+00
7.74333502e+00	1.54128214e-03	7.84887638e-03	9.87104206e+00	3.86201248e+01	0.00000000e+00
7.93970480e+00	1.25407819e-03	6.38630947e-03	9.85257893e+00	3.95995252e+01	0.00000000e+00
8.13607458e+00	1.30201268e-03	6.63041265e-03	9.83468597e+00	4.05789256e+01	0.00000000e+00
8.33244437e+00	1.34536180e-03	6.85116515e-03	9.81637322e+00	4.15583260e+01	0.00000000e+00
8.52881415e+00	1.23196509e-03	6.27369996e-03	9.79815387e+00	4.25377264e+01	0.00000000e+00
8.72518393e+00	1.02943714e-03	5.24233993e-03	9.78000215e+00	4.35171268e+01	0.00000000e+00
8.92155371e+00	1.04040451e-03	5.29819048e-03	9.76191770e+00	4.44965272e+01	0.00000000e+00
9.11792349e+00	1.00881378e-03	5.13731681e-03	9.74390004e+00	4.54759276e+01	0.00000000e+00
9.31429327e+00	1.22662013e-03	6.24648114e-03	9.72594916e+00	4.64553280e+01	0.00000000e+00
9.51066305e+00	9.53045652e-04	4.85332135e-03	9.70808471e+00	4.74347284e+01	0.00000000e+00
9.70703283e+00	9.20572441e-04	4.68795369e-03	9.68982009e+00	4.84141289e+01	0.00000000e+00
9.90340262e+00	8.87338714e-04	4.51871315e-03	9.67173677e+00	4.93935293e+01	0.00000000e+00
1.00997724e+01	1.06298224e-03	5.41316607e-03	9.65401538e+00	5.03729297e+01	0.00000000e+00
1.02961422e+01	1.10370658e-03	5.62055205e-03	9.63596241e+00	5.13523301e+01	0.00000000e+00
1.04925120e+01	1.03459649e-03	5.26861352e-03	9.61767970e+00	5.23317305e+01	0.00000000e+00
1.06888817e+01	8.98728188e-04	4.57671329e-03	9.59986918e+00	5.33111309e+01	0.00000000e+00
1.08852515e+01	9.45963921e-04	4.81725811e-03	9.58186644e+00	5.42905313e+01	0.00000000e+00
1.10816213e+01	1.04435815e-03	5.31832415e-03	9.56387568e+00	5.52699317e+01	0.00000000e+00
1.12779911e+01	1.02685459e-03	5.22918841e-03	9.54579982e+00	5.62493321e+01	0.00000000e+00
1.14743609e+01	8.93822432e-04	4.55173105e-03	9.52778510e+00	5.72287325e+01	0.00000000e+00
1.16707306e+01	8.84909219e-04	4.50634111e-03	9.50968940e+00	5.82081329e+01	0.00000000e+00
1.18671004e+01	9.83535975e-04	5.00859128e-03	9.49160353e+00	5.91875333e+01	0.00000000e+00
1.20634702e+01	9.32377732e-04	4.74807135e-03	9.47336029e+00	6.01669337e+01	0.00000000e+00
1.22598400e+01	8.09040104e-04	4.11998271e-03	9.45522098e+00	6.11463341e+01	0.00000000e+00
1.24562098e+01	8.36606235e-04	4.26036139e-03	9.43705798e+00	6.21257345e+01	0.00000000e+00
1.26525796e+01	7.78436876e-04	3.96413782e-03	9.41913141e+00	6.31051349e+01	0.00000000e+00
1.28489493e+01	1.00671757e-03	5.12664203e-03	9.40080311e+00	6.40845353e+01	0.00000000e+00
1.30453191e+01	8.61742431e-04	4.38836579e-03	9.38254092e+00	6.50639357e+01	0.00000000e+00
1.32416889e+01	7.52795291e-04	3.83355976e-03	9.36403717e+00	6.60433362e+01	0.00000000e+00
1.34380587e+01	8.56270349e-04	4.36049958e-03	9.34593916e+00	6.70227366e+01	0.00000000e+00
1.36344285e+01	1.04670261e-03	5.33026315e-03	9.32755226e+00	6.80021370e+01	0.00000000e+00
1.38307982e+01	9.01008302e-04	4.58832462e-03	9.30886181e+00	6.89815374e+01	0.00000000e+00
1.40271680e+01	9.00260449e-04	4.58451623e-03	9.29024678e+00	6.99609378e+01	0.00000000e+00
1.42235378e+01	8.30731916e-04	4.23044682e-03	9.27170673e+00	7.09403382e+01	0.00000000e+00
1.44199076e+01	8.01319586e-04	4.08066649e-03	9.25326352e+00	7.19197386e+01	0.00000000e+00
1.46162774e+01	8.24355088e-04	4.19797324e-03	9.23448698e+00	7.28991390e+01	0.00000000e+00
1.48126471e+01	8.05270355e-04	4.10078552e-03	9.21578787e+00	7.38785394e+01	0.00000000e+00
1.50090169e+01	9.56609064e-04	4.87146779e-03	9.19689113e+00	7.48579398e+01	0.00000000e+00
1.52053867e+01	1.02548065e-03	5.22219175e-03	9.17802997e+00	7.58373402e+01	0.00000000e+00
1.54017565e+01	6.97908036e-04	3.55405007e-03	9.15878240e+00	7.68167406e+01	0.00000000e+00
1.55981263e+01	1.00051301e-03	5.09504572e-03	9.13987486e+00	7.77961410e+01	0.00000000e+00
1.57944961e+01	1.04108842e-03	5.30167327e-03	9.12047502e+00	7.87755414e+01	0.00000000e+00
1.59908658e+01	1.14519858e-03	5.83184730e-03	9.10117899e+00	7.97549418e+01	0.00000000e+00
1.61872356e+01	1.06580139e-03	5.42752243e-03	9.08199219e+00	8.07343422e+01	0.00000000e+00
1.63836054e+01	1.07573927e-03	5.47813039e-03	9.06245583e+00	8.17137426e+01	0.00000000e+00
1.65799752e+01	1.29119371e-03	6.57531777e-03	9.04290735e+00	8.26931430e+01	0.00000000e+00
1.67763450e+01	1.30110620e-03	6.62579647e-03	9.02323833e+00	8.36725435e+01	0.00000000e+00
1.69727147e+01	1.31473387e-03	6.69519446e-03	9.00355793e+00	8.46519439e+01	0.00000000e+00
1.71690845e+01	1.30220114e-03	6.63137234e-03	8.98374293e+00	8.56313443e+01	0.00000000e+00
1.73654543e+01	1.63337409e-03	8.31784851e-03	8.96360425e+00	8.66107447e+01	0.00000000e+00
1.75618241e+01	1.73748841e-03	8.84804374e-03	8.94359534e+00	8.75901451e+01	0.00000000e+00
1.77581939e+01	1.73455979e-03	8.83312992e-03	8.92329116e+00	8.85695455e+01	0.00000000e+00
1.79545636e+01	1.84780807e-03	9.40983922e-03	8.90308112e+00	8.95489459e+01	0.00000000e+00
1.81509334e+01	1.99778558e-03	1.01735897e-02	8.88264511e+00	9.05283463e+01	0.00000000e+00
1.83473032e+01	1.92359184e-03	9.79576301e-03	8.86197597e+00	9.15077467e+01	0.00000000e+00
1.85436730e+01	2.96977418e-04	1.51233767e-03	8.84139816e+00	9.24871471e+01	0.00000000e+00
1.87400428e+01	2.19331168e-04	1.11692933e-03	8.82026316e+00	9.34665475e+01	0.00000000e+00
1.89364126e+01	1.34675171e-04	6.85824315e-04	8.79954720e+00	9.44459479e+01	0.00000000e+00
1.91327823e+01	1.37126520e-04	6.98307647e-04	8.77828532e+00	9.54253483e+01	0.00000000e+00
1.93291521e+01	1.58161131e-04	8.05424997e-04	8.75713234e+00	9.64047487e+01	0.00000000e+00
1.95255219e+01	1.72936938e-04	8.80669812e-04	8.73570282e+00	9.73841491e+01	0.00000000e+00
1.97218917e+01	1.32291853e-04	6.73687431e-04	8.71416728e+00	9.83635495e+01	0.00000000e+00
1.99182615e+01	8.30041883e-05	4.22693287e-04	8.69229096e+00	9.93429499e+01	0.00000000e+00
2.01146312e+01	8.50812408e-05	4.33270538e-04	8.67032020e+00	1.00322350e+02	0.00000000e+00
2.03110010e+01	1.00212213e-04	5.10324004e-04	8.64836928e+00	1.01301751e+02	0.00000000e+00
2.05073708e+01	8.66769235e-05	4.41396445e-04	8.62637634e+00	1.02281151e+02	0.00000000e+00
2.07037406e+01	6.76932520e-05	3.44723366e-04	8.60401715e+00	1.03260552e+02	0.00000000e+00
2.09001104e+01	7.51569806e-05	3.82731906e-04	8.58140449e+00	1.04239952e+02	0.00000000e+00
2.10964802e+01	8.12652312e-05	4.13837764e-04	8.55883123e+00	1.05219352e+02	0.00000000e+00
2.12928499e+01	5.59503343e-05	2.84923342e-04	8.53583471e+00	1.06198753e+02	0.00000000e+00
2.14892197e+01	6.85110904e-05	3.48888154e-04	8.51290342e+00	1.07178153e+02	0.00000000e+00
2.16855895e+01	7.55576564e-05	3.84772320e-04	8.48953333e+00	1.08157554e+02	0.00000000e+00
2.18819593e+01	4.25925218e-05	2.16899573e-04	8.46625692e+00	1.09136954e+02	0.00000000e+00
2.20783291e+01	1.74419341e-05	8.88218850e-05	8.44252744e+00	1.10116354e+02	0.00000000e+00
2.22746988e+01	2.23153827e-05	1.13639596e-04	8.41886300e+00	1.11095755e+02	0.00000000e+00
2.24710686e+01	7.84294730e-05	3.99396854e-04	8.39485283e+00	1.12075155e+02	0.00000000e+00
2.26674384e+01	4.02832718e-06	2.05139872e-05	8.37063433e+00	1.13054556e+02	0.00000000e+00
2.28638082e+01	0.00000000e+00	0.00000000e+00	8.35770141e+00	1.14033956e+02	0.00000000e+00
2.30601780e+01	0.00000000e+00	0.00000000e+00	8.35052135e+00	1.15013356e+02	0.00000000e+00
2.32565477e+01	0.00000000e+00	0.00000000e+00	8.34334128e+00	1.15992757e+02	0.00000000e+00
2.34529175e+01	0.00000000e+00	0.00000000e+00	8.33616122e+00	1.16972157e+02	0.00000000e+00
2.36492873e+01	0.00000000e+00	0.00000000e+00	8.32898115e+00	1.17951558e+02	0.00000000e+00
2.38456571e+01	0.00000000e+00	0.00000000e+00	8.32180109e+00	1.18930958e+02	0.00000000e+00
2.40420269e+01	0.00000000e+00	0.00000000e+00	8.31462102e+00	1.19910358e+02	0.00000000e+00
2.42383967e+01	0.00000000e+00	0.00000000e+00	8.30744096e+00	1.20889759e+02	0.00000000e+00
2.44347664e+01	0.00000000e+00	0.00000000e+00	8.30026089e+00	1.21869159e+02	0.00000000e+00
2.46311362e+01	0.00000000e+00	0.00000000e+00	8.29308083e+00	1.22848560e+02	0.00000000e+00
2.48275060e+01	0.00000000e+00	0.00000000e+00	8.28590076e+00	1.23827960e+02	0.00000000e+00
2.50238758e+01	0.00000000e+00	0.00000000e+00	8.27872070e+00	1.24807360e+02	0.00000000e+00
2.52202456e+01	0.00000000e+00	0.00000000e+00	8.27154063e+00	1.25786761e+02	0.00000000e+00
2.54166153e+01	0.00000000e+00	0.00000000e+00	8.26436057e+00	1.26766161e+02	0.00000000e+00
2.56129851e+01	0.00000000e+00	0.00000000e+00	8.25718050e+00	1.27745562e+02	0.00000000e+00
2.58093549e+01	0.00000000e+00	0.00000000e+00	8.25000044e+00	1.28724962e+02	0.00000000e+00
2.60057247e+01	0.00000000e+00	0.00000000e+00	8.24282037e+00	1.29704363e+02	0.00000000e+00
2.62020945e+01	0.00000000e+00	0.00000000e+00	8.23564031e+00	1.30683763e+02	0.00000000e+00
2.63984642e+01	0.00000000e+00	0.00000000e+00	8.22846024e+00	1.31663163e+02	0.00000000e+00
2.65948340e+01	0.00000000e+00	0.00000000e+00	8.22128018e+00	1.32642564e+02	0.00000000e+00
2.67912038e+01	0.00000000e+00	0.00000000e+00	8.21410011e+00	1.33621964e+02	0.00000000e+00
2.69875736e+01	0.00000000e+00	0.00000000e+00	8.20692005e+00	1.34601365e+02	0.00000000e+00
2.71839434e+01	0.00000000e+00	0.00000000e+00	8.19973998e+00	1.35580765e+02	0.00000000e+00
2.73803132e+01	0.00000000e+00	0.00000000e+00	8.19255992e+00	1.36560165e+02	0.00000000e+00
2.75766829e+01	0.00000000e+00	0.00000000e+00	8.18537985e+00	1.37539566e+02	0.00000000e+00
2.77730527e+01	0.00000000e+00	0.00000000e+00	8.17819979e+00	1.38518966e+02	0.00000000e+00
2.79694225e+01	0.00000000e+00	0.00000000e+00	8.17101972e+00	1.39498367e+02	0.00000000e+00
2.81657923e+01	0.00000000e+00	0.00000000e+00	8.16383966e+00	1.40477767e+02	0.00000000e+00
2.83621621e+01	0.00000000e+00	0.00000000e+00	8.15665960e+00	1.41457167e+02	0.00000000e+00
2.85585318e+01	0.00000000e+00	0.00000000e+00	8.14947953e+00	1.42436568e+02	0.00000000e+00
2.87549016e+01	0.00000000e+00	0.00000000e+00	8.14229947e+00	1.43415968e+02	0.00000000e+00
2.89512714e+01	0.00000000e+00	0.00000000e+00	8.13511940e+00	1.44395369e+02	0.00000000e+00
2.91476412e+01	0.00000000e+00	0.00000000e+00	8.12793934e+00	1.45374769e+02	0.00000000e+00
2.93440110e+01	0.00000000e+00	0.00000000e+00	8.12075927e+00	1.46354169e+02	0.00000000e+00
2.95403807e+01	0.00000000e+00	0.00000000e+00	8.11357921e+00	1.47333570e+02	0.00000000e+00
2.97367505e+01	0.00000000e+00	0.00000000e+00	8.10639914e+00	1.48312970e+02	0.00000000e+00
2.99331203e+01	0.00000000e+00	0.00000000e+00	8.09921908e+00	1.49292371e+02	0.00000000e+00
3.01294901e+01	0.00000000e+00	0.00000000e+00	8.09203901e+00	1.50271771e+02	0.00000000e+00
3.03258599e+01	0.00000000e+00	0.00000000e+00	8.08485895e+00	1.51251171e+02	0.00000000e+00
3.05222297e+01	0.00000000e+00	0.00000000e+00	8.07767888e+00	1.52230572e+02	0.00000000e+00
3.07185994e+01	0.00000000e+00	0.00000000e+00	8.07049882e+00	1.53209972e+02	0.00000000e+00
3.09149692e+01	0.00000000e+00	0.00000000e+00	8.06331875e+00	1.54189373e+02	0.00000000e+00
3.11113390e+01	0.00000000e+00	0.00000000e+00	8.05613869e+00	1.55168773e+02	0.00000000e+00
3.13077088e+01	0.00000000e+00	0.00000000e+00	8.04895862e+00	1.56148173e+02	0.00000000e+00
3.15040786e+01	0.00000000e+00	0.00000000e+00	8.04177856e+00	1.57127574e+02	0.00000000e+00
3.17004483e+01	0.00000000e+00	0.00000000e+00	8.03459849e+00	1.58106974e+02	0.00000000e+00
3.18968181e+01	0.00000000e+00	0.00000000e+00	8.02741843e+00	1.59086375e+02	0.00000000e+00
3.20931879e+01	0.00000000e+00	0.00000000e+00	8.02023836e+00	1.60065775e+02	0.00000000e+00
3.22895577e+01	0.00000000e+00	0.00000000e+00	8.01305830e+00	1.61045175e+02	0.00000000e+00
3.24859275e+01	0.00000000e+00	0.00000000e+00	8.00587823e+00	1.62024576e+02	0.00000000e+00
3.26822972e+01	0.00000000e+00	0.00000000e+00	7.99869817e+00	1.63003976e+02	0.00000000e+00
3.28786670e+01	0.00000000e+00	0.00000000e+00	7.99151810e+00	1.63983377e+02	0.00000000e+00
3.30750368e+01	0.00000000e+00	0.00000000e+00	7.98618803e+00	1.64962777e+02	0.00000000e+00
3.32714066e+01	1.51692733e-03	7.72485117e-03	7.99140586e+00	1.65942178e+02	0.00000000e+00
3.34677764e+01	2.14970277e-03	1.09472178e-02	7.99638088e+00	1.66921578e+02	0.00000000e+00
3.36641462e+01	2.21042407e-03	1.12564370e-02	8.00107557e+00	1.67900978e+02	0.00000000e+00
3.38605159e+01	2.15824848e-03	1.09907363e-02	8.00576165e+00	1.68880379e+02	0.00000000e+00
3.40568857e+01	2.12709938e-03	1.08321116e-02	8.01045437e+00	1.69859779e+02	0.00000000e+00
3.42532555e+01	2.05545377e-03	1.04672611e-02	8.01516835e+00	1.70839180e+02	0.00000000e+00
3.44496253e+01	1.78139427e-03	9.07163138e-03	8.01965196e+00	1.71818580e+02	0.00000000e+00
3.46459951e+01	1.65211216e-03	8.41327086e-03	8.02381974e+00	1.72797980e+02	0.00000000e+00
3.48423648e+01	2.00353353e-03	1.02028607e-02	8.02822551e+00	1.73777381e+02	0.00000000e+00
3.50387346e+01	1.89548982e-03	9.65265537e-03	8.03245016e+00	1.74756781e+02	0.00000000e+00
3.52351044e+01	1.82802751e-03	9.30910803e-03	8.03660623e+00	1.75736182e+02	0.00000000e+00
3.54314742e+01	2.05592790e-03	1.04696756e-02	8.04080489e+00	1.76715582e+02	0.00000000e+00
3.56278440e+01	2.07852289e-03	1.05847390e-02	8.04477281e+00	1.77694982e+02	0.00000000e+00
3.58242137e+01	2.11615273e-03	1.07763665e-02	8.04866128e+00	1.78674383e+02	0.00000000e+00
3.60205835e+01	2.03930082e-03	1.03850033e-02	8.05259401e+00	1.79653783e+02	0.00000000e+00
3.62169533e+01	1.79603414e-03	9.14618395e-03	8.05631328e+00	1.80633184e+02	0.00000000e+00
3.64133231e+01	1.69748701e-03	8.64433926e-03	8.05993281e+00	1.81612584e+02	0.00000000e+00
3.66096929e+01	1.68250680e-03	8.56805356e-03	8.06357255e+00	1.82591984e+02	0.00000000e+00
3.68060627e+01	1.88319803e-03	9.59006021e-03	8.06721018e+00	1.83571385e+02	0.00000000e+00
3.70024324e+01	1.72445372e-03	8.78166544e-03	8.07087765e+00	1.84550785e+02	0.00000000e+00
3.71988022e+01	1.65798803e-03	8.44319335e-03	8.07436911e+00	1.85530186e+02	0.00000000e+00
3.73951720e+01	1.55871435e-03	7.93764873e-03	8.07771671e+00	1.86509586e+02	0.00000000e+00
3.75915418e+01	1.60014561e-03	8.14863466e-03	8.08111581e+00	1.87488986e+02	0.00000000e+00
3.77879116e+01	1.56882164e-03	7.98911948e-03	8.08433362e+00	1.88468387e+02	0.00000000e+00
3.79842813e+01	1.50292930e-03	7.65356711e-03	8.08755316e+00	1.89447787e+02	0.00000000e+00
3.81806511e+01	1.54851489e-03	7.88570870e-03	8.09083847e+00	1.90427188e+02	0.00000000e+00
3.83770209e+01	1.40655882e-03	7.16280688e-03	8.09391285e+00	1.91406588e+02	0.00000000e+00
3.85733907e+01	1.50388781e-03	7.65844824e-03	8.09703892e+00	1.92385988e+02	0.00000000e+00
3.87697605e+01	1.48515115e-03	7.56303309e-03	8.10002727e+00	1.93365389e+02	0.00000000e+00
3.89661303e+01	1.55332507e-03	7.91020422e-03	8.10293491e+00	1.94344789e+02	0.00000000e+00
3.91625000e+01	1.30017507e-03	6.62105474e-03	8.10598572e+00	1.95324190e+02	0.00000000e+00
3.93588698e+01	1.49921440e-03	7.63464925e-03	8.10879095e+00	1.96303590e+02	0.00000000e+00
3.95552396e+01	1.76110052e-03	8.96828683e-03	8.11162404e+00	1.97282990e+02	0.00000000e+00
3.97516094e+01	1.42118141e-03	7.23727144e-03	8.11446735e+00	1.98262391e+02	0.00000000e+00
3.99479792e+01	1.26404099e-03	6.43704433e-03	8.11724339e+00	1.99241791e+02	0.00000000e+00
4.01443489e+01	1.14938959e-03	5.85318972e-03	8.11976896e+00	2.00221192e+02	0.00000000e+00
4.03407187e+01	1.57181488e-03	8.00436231e-03	8.12237823e+00	2.01200592e+02	0.00000000e+00
4.05370885e+01	1.49994840e-03	7.63838706e-03	8.12519723e+00	2.02179993e+02	0.00000000e+00
4.07334583e+01	1.12172381e-03	5.71230362e-03	8.12773655e+00	2.03159393e+02	0.00000000e+00
4.09298281e+01	1.30149306e-03	6.62776652e-03	8.13030381e+00	2.04138793e+02	0.00000000e+00
4.11261978e+01	9.47975400e-04	4.82750143e-03	8.13283491e+00	2.05118194e+02	0.00000000e+00
4.13225676e+01	1.42742423e-03	7.26906261e-03	8.13512393e+00	2.06097594e+02	0.00000000e+00
4.15189374e+01	1.45005842e-03	7.38432569e-03	8.13768483e+00	2.07076995e+02	0.00000000e+00
4.17153072e+01	1.15918193e-03	5.90305660e-03	8.13995697e+00	2.08056395e+02	0.00000000e+00
4.19116770e+01	1.20085536e-03	6.11527572e-03	8.14224024e+00	2.09035795e+02	0.00000000e+00
4.21080468e+01	1.27995933e-03	6.51810742e-03	8.14452403e+00	2.10015196e+02	0.00000000e+00
4.23044165e+01	1.25755639e-03	6.40402194e-03	8.14680923e+00	2.10994596e+02	0.00000000e+00
4.25007863e+01	1.21044186e-03	6.16409433e-03	8.14909575e+00	2.11973997e+02	0.00000000e+00
4.26971561e+01	1.60201703e-03	8.15816477e-03	8.15138326e+00	2.12953397e+02	0.00000000e+00
4.28935259e+01	1.25745784e-03	6.40352010e-03	8.15368098e+00	2.13932797e+02	0.00000000e+00
4.30898957e+01	1.18996448e-03	6.05981467e-03	8.15569866e+00	2.14912198e+02	0.00000000e+00
4.32862654e+01	1.09725446e-03	5.58769509e-03	8.15768955e+00	2.15891598e+02	0.00000000e+00
4.34826352e+01	1.11129963e-03	5.65921918e-03	8.15997296e+00	2.16870999e+02	0.00000000e+00
4.36790050e+01	1.24038389e-03	6.31657214e-03	8.16201061e+00	2.17850399e+02	0.00000000e+00
4.38753748e+01	9.96797938e-04	5.07612694e-03	8.16401466e+00	2.18829799e+02	0.00000000e+00
4.40717446e+01	1.30401482e-03	6.64060842e-03	8.16602237e+00	2.19809200e+02	0.00000000e+00
4.42681143e+01	1.15642304e-03	5.88900714e-03	8.16805668e+00	2.20788600e+02	0.00000000e+00
4.44644841e+01	1.10343449e-03	5.61916645e-03	8.16980707e+00	2.21768001e+02	0.00000000e+00
4.46608539e+01	1.23417641e-03	6.28496095e-03	8.17177724e+00	2.22747401e+02	0.00000000e+00
4.48572237e+01	1.16740463e-03	5.94493013e-03	8.17355230e+00	2.23726801e+02	0.00000000e+00
4.50535935e+01	1.55832619e-03	7.93567205e-03	8.17550748e+00	2.24706202e+02	0.00000000e+00
4.52499633e+01	1.25046556e-03	6.36791236e-03	8.17732209e+00	2.25685602e+02	0.00000000e+00
4.54463330e+01	9.48858583e-04	4.83199898e-03	8.17901495e+00	2.26665003e+02	0.00000000e+00
4.56427028e+01	1.01106327e-03	5.14877217e-03	8.18096515e+00	2.27644403e+02	0.00000000e+00
4.58390726e+01	1.04488446e-03	5.32100436e-03	8.18280281e+00	2.28623803e+02	0.00000000e+00
4.60354424e+01	1.23037685e-03	6.26561196e-03	8.18451583e+00	2.29603204e+02	0.00000000e+00
4.62318122e+01	1.22486970e-03	6.23756718e-03	8.18627432e+00	2.30582604e+02	0.00000000e+00
4.64281819e+01	1.20811492e-03	6.15224456e-03	8.18781202e+00	2.31562005e+02	0.00000000e+00
4.66245517e+01	1.36941985e-03	6.97367917e-03	8.18939600e+00	2.32541405e+02	0.00000000e+00
4.68209215e+01	1.35425437e-03	6.89644996e-03	8.19117639e+00	2.33520805e+02	0.00000000e+00
4.70172913e+01	1.28934800e-03	6.56591862e-03	8.19273477e+00	2.34500206e+02	0.00000000e+00
4.72136611e+01	1.11380716e-03	5.67198858e-03	8.19432235e+00	2.35479606e+02	0.00000000e+00
4.74100308e+01	1.14255339e-03	5.81837686e-03	8.19592519e+00	2.36459007e+02	0.00000000e+00
4.76064006e+01	1.48366013e-03	7.55544014e-03	8.19749207e+00	2.37438407e+02	0.00000000e+00
4.78027704e+01	1.49950540e-03	7.63613114e-03	8.19913114e+00	2.38417808e+02	0.00000000e+00
4.79991402e+01	1.20214780e-03	6.12185743e-03	8.20055668e+00	2.39397208e+02	0.00000000e+00
4.81955100e+01	9.97716848e-04	5.08080643e-03	8.20200641e+00	2.40376608e+02	0.00000000e+00
4.83918798e+01	1.24863117e-03	6.35857085e-03	8.20345423e+00	2.41356009e+02	0.00000000e+00
4.85882495e+01	1.29466391e-03	6.59298951e-03	8.20490322e+00	2.42335409e+02	0.00000000e+00
4.87846193e+01	1.25123120e-03	6.37181137e-03	8.20635242e+00	2.43314810e+02	0.00000000e+00
4.89809891e+01	1.12861051e-03	5.74737366e-03	8.20780269e+00	2.44294210e+02	0.00000000e+00
4.91773589e+01	1.38644154e-03	7.06036098e-03	8.20925174e+00	2.45273610e+02	0.00000000e+00
4.93737287e+01	1.15384928e-03	5.87590043e-03	8.21071387e+00	2.46253011e+02	0.00000000e+00
4.95700984e+01	8.76905378e-04	4.46558209e-03	8.21209523e+00	2.47232411e+02	0.00000000e+00
4.97664682e+01	1.12309434e-03	5.71928296e-03	8.21329655e+00	2.48211812e+02	0.00000000e+00
4.99628380e+01	1.22104116e-03	6.21807058e-03	8.21471555e+00	2.49191212e+02	0.00000000e+00
5.01592078e+01	1.25418864e-03	6.38687189e-03	8.21590415e+00	2.50170612e+02	0.00000000e+00
5.03555776e+01	1.22009265e-03	6.21324036e-03	8.21733568e+00	2.51150013e+02	0.00000000e+00
5.05519473e+01	1.22920846e-03	6.25966204e-03	8.21851777e+00	2.52129413e+02	0.00000000e+00
5.07483171e+01	1.17956682e-03	6.00686528e-03	8.21996093e+00	2.53108814e+02	0.00000000e+00
5.09446869e+01	1.27976474e-03	6.51711650e-03	8.22111429e+00	2.54088214e+02	0.00000000e+00
5.11410567e+01	1.30381361e-03	6.63958378e-03	8.22227652e+00	2.55067614e+02	0.00000000e+00
5.13374265e+01	1.19801643e-03	6.10081869e-03	8.22345329e+00	2.56047015e+02	0.00000000e+00
5.15337963e+01	1.29349713e-03	6.58704778e-03	8.22490708e+00	2.57026415e+02	0.00000000e+00
