location_mm	Angle_mrad	Charge_pC	ChargeDen_pC/mrad
-4.41516e+01	-2.94344e+01	2.12765e+01	1.11318e+02
-4.44383e+01	-2.96256e+01	2.10492e+01	1.10129e+02
-4.47250e+01	-2.98167e+01	2.08537e+01	1.09106e+02
-4.50117e+01	-3.00078e+01	2.06806e+01	1.08200e+02
-4.52984e+01	-3.01990e+01	2.04660e+01	1.07078e+02
-4.55851e+01	-3.03901e+01	2.02822e+01	1.06116e+02
-4.58718e+01	-3.05812e+01	2.00462e+01	1.04881e+02
-4.61585e+01	-3.07723e+01	1.98596e+01	1.03905e+02
-4.64452e+01	-3.09635e+01	1.96346e+01	1.02728e+02
-4.67319e+01	-3.11546e+01	1.94673e+01	1.01852e+02
-4.70186e+01	-3.13457e+01	1.92498e+01	1.00714e+02
-4.73053e+01	-3.15369e+01	1.90629e+01	9.97364e+01
-4.75920e+01	-3.17280e+01	1.88935e+01	9.88504e+01
-4.78787e+01	-3.19191e+01	1.86833e+01	9.77504e+01
-4.81654e+01	-3.21103e+01	1.85255e+01	9.69250e+01
-4.84521e+01	-3.23014e+01	1.83373e+01	9.59400e+01
-4.87388e+01	-3.24925e+01	1.81526e+01	9.49741e+01
-4.90255e+01	-3.26837e+01	1.79787e+01	9.40643e+01
-4.93122e+01	-3.28748e+01	1.77898e+01	9.30756e+01
-4.95989e+01	-3.30659e+01	1.76089e+01	9.21292e+01
-4.98856e+01	-3.32571e+01	1.74623e+01	9.13625e+01
-5.01723e+01	-3.34482e+01	1.72939e+01	9.04810e+01
-5.04590e+01	-3.36393e+01	1.71130e+01	8.95349e+01
-5.07457e+01	-3.38305e+01	1.69490e+01	8.86766e+01
-5.10324e+01	-3.40216e+01	1.67996e+01	8.78951e+01
-5.13191e+01	-3.42127e+01	1.66434e+01	8.70777e+01
-5.16058e+01	-3.44039e+01	1.64937e+01	8.62946e+01
-5.18925e+01	-3.45950e+01	1.63438e+01	8.55104e+01
-5.21792e+01	-3.47861e+01	1.61626e+01	8.45623e+01
-5.24659e+01	-3.49773e+01	1.60038e+01	8.37314e+01
-5.27526e+01	-3.51684e+01	1.58607e+01	8.29827e+01
-5.30393e+01	-3.53595e+01	1.57528e+01	8.24179e+01
-5.33260e+01	-3.55507e+01	1.55540e+01	8.13783e+01
-5.36127e+01	-3.57418e+01	1.54618e+01	8.08955e+01
-5.38994e+01	-3.59329e+01	1.53120e+01	8.01117e+01
-5.41861e+01	-3.61241e+01	1.51584e+01	7.93086e+01
-5.44728e+01	-3.63152e+01	1.50400e+01	7.86887e+01
-5.47595e+01	-3.65063e+01	1.49345e+01	7.81367e+01
-5.50462e+01	-3.66975e+01	1.47552e+01	7.71990e+01
-5.53329e+01	-3.68886e+01	1.46251e+01	7.65181e+01
-5.56196e+01	-3.70797e+01	1.45022e+01	7.58750e+01
-5.59063e+01	-3.72709e+01	1.44280e+01	7.54871e+01
-5.61930e+01	-3.74620e+01	1.42520e+01	7.45662e+01
-5.64797e+01	-3.76531e+01	1.41372e+01	7.39655e+01
-5.67664e+01	-3.78443e+01	1.40006e+01	7.32507e+01
-5.70531e+01	-3.80354e+01	1.38723e+01	7.25792e+01
-5.73398e+01	-3.82265e+01	1.37590e+01	7.19864e+01
-5.76265e+01	-3.84177e+01	1.36593e+01	7.14650e+01
-5.79132e+01	-3.86088e+01	1.35314e+01	7.07960e+01
-5.81999e+01	-3.87999e+01	1.34185e+01	7.02054e+01
-5.84866e+01	-3.89910e+01	1.32901e+01	6.95333e+01
-5.87733e+01	-3.91822e+01	1.31336e+01	6.87147e+01
-5.90600e+01	-3.93733e+01	1.30642e+01	6.83513e+01
-5.93467e+01	-3.95644e+01	1.29261e+01	6.76288e+01
-5.96334e+01	-3.97556e+01	1.28115e+01	6.70296e+01
-5.99201e+01	-3.99467e+01	1.27071e+01	6.64832e+01
-6.02068e+01	-4.01378e+01	1.26110e+01	6.59803e+01
-6.04935e+01	-4.03290e+01	1.24793e+01	6.52916e+01
-6.07802e+01	-4.05201e+01	1.23795e+01	6.47690e+01
-6.10669e+01	-4.07112e+01	1.22664e+01	6.41774e+01
-6.13536e+01	-4.09024e+01	1.21618e+01	6.36302e+01
-6.16403e+01	-4.10935e+01	1.20826e+01	6.32157e+01
-6.19270e+01	-4.12846e+01	1.19671e+01	6.26115e+01
-6.22137e+01	-4.14758e+01	1.18857e+01	6.21858e+01
-6.25004e+01	-4.16669e+01	1.17639e+01	6.15486e+01
-6.27871e+01	-4.18580e+01	1.16602e+01	6.10058e+01
-6.30738e+01	-4.20492e+01	1.15756e+01	6.05634e+01
-6.33605e+01	-4.22403e+01	1.14651e+01	5.99850e+01
-6.36472e+01	-4.24314e+01	1.13904e+01	5.95940e+01
-6.39339e+01	-4.26226e+01	1.13205e+01	5.92286e+01
-6.42206e+01	-4.28137e+01	1.12188e+01	5.86962e+01
