position_to_test,actual_pos,centroid_x
2.9,2.900014,804.6257730000001
2.92,2.919908,772.5700886666667
2.94,2.9399,735.3188476666668
2.96,2.959943,691.0582683333332
2.98,2.979935,653.8037513333334
3.0,2.999928,615.249308
3.02,3.01992,571.3440753333333
3.04,3.039913,531.71639
3.06,3.059906,483.10832733333336
3.08,3.079948,441.106842
3.1,3.09994,392.8435873333333
