position_to_test,actual_pos,centroid_x
3.23,3.229917,933.0166423333334
3.22,3.220045,864.3027953333334
3.21,3.210023,806.7728473333333
3.2,3.199953,740.7112426666667
3.19,3.190031,661.0138346666666
3.18,3.17996,592.8576456666666
3.17,3.170038,537.1920573333333
3.16,3.159968,467.8423460000001
3.15,3.150046,406.33873466666665
3.14,3.139975,327.7496643333333
