position_to_test,actual_pos,centroid_x
3.14,3.140025,327.4735616666667
3.15,3.149946,402.98240166666665
3.16,3.159918,464.188619
3.17,3.169939,533.4363606666667
3.18,3.17991,589.4529216666667
3.19,3.189932,657.5900063333333
3.2,3.199903,733.7461546666667
3.21,3.209924,804.565552
3.22,3.219945,862.3260906666668
3.23,3.229917,931.9933676666666
