position_to_test,actual_pos,centroid_x
3.1354129285263457,3.135411,303.72928459999997
3.17992432700956,3.17996,588.6251952
3.170565276727097,3.170534,536.0119264000001
3.1520367337082402,3.15208,411.04325559999995
3.166908044703883,3.166913,499.8681458
3.1889294153835515,3.188939,650.6268674
3.191190180479934,3.191221,657.8473022
3.147489237335609,3.147516,374.5611268
3.133689590820616,3.133724,294.050055
3.1315682847551125,3.131591,284.971521
