# wavelength [nm], transmission T [%]
7.700000000000000000e+02,2.862886566217937717e-02
7.705000000000000000e+02,3.488240763751569024e-02
7.710000000000000000e+02,3.723598047454599463e-02
7.715000000000000000e+02,3.792553795866111105e-02
7.720000000000000000e+02,3.689795403333290952e-02
7.725000000000000000e+02,3.493599816083418214e-02
7.730000000000000000e+02,3.458296961777190121e-02
7.735000000000000000e+02,3.544254170762194817e-02
7.740000000000000000e+02,3.603596216152597093e-02
7.745000000000000000e+02,3.274810275972250134e-02
7.750000000000000000e+02,2.792708824564486131e-02
7.755000000000000000e+02,2.498199906167221027e-02
7.760000000000000000e+02,2.282949860323835178e-02
7.765000000000000000e+02,2.510946344749895656e-02
7.770000000000000000e+02,2.969904805732785646e-02
7.775000000000000000e+02,3.226404760206460359e-02
7.780000000000000000e+02,3.276502215544600111e-02
7.785000000000000000e+02,3.142862453391913335e-02
7.790000000000000000e+02,2.994296650360602288e-02
7.795000000000000000e+02,2.812991007191287599e-02
7.800000000000000000e+02,2.412802351528105585e-02
7.805000000000000000e+02,2.096754109534661875e-02
7.810000000000000000e+02,1.890405065231128695e-02
7.815000000000000000e+02,1.758637882316856776e-02
7.820000000000000000e+02,1.947108403098717425e-02
7.825000000000000000e+02,2.316885192007589467e-02
7.830000000000000000e+02,2.486498543018734325e-02
7.835000000000000000e+02,2.621028189135691383e-02
7.840000000000000000e+02,2.819290958191339805e-02
7.845000000000000000e+02,2.760183617864724742e-02
7.850000000000000000e+02,2.664743654434054490e-02
7.855000000000000000e+02,2.441834437168385885e-02
7.860000000000000000e+02,2.040609837428438572e-02
7.865000000000000000e+02,1.936108606630623785e-02
7.870000000000000000e+02,2.063350248985489424e-02
7.875000000000000000e+02,2.196750114783127192e-02
7.880000000000000000e+02,2.511550960465785964e-02
7.885000000000000000e+02,2.789272344164260564e-02
7.890000000000000000e+02,2.886835061502873029e-02
7.895000000000000000e+02,3.044035872585592467e-02
7.900000000000000000e+02,3.318312510767739559e-02
7.905000000000000000e+02,3.742694100299909232e-02
7.910000000000000000e+02,4.044799977465267371e-02
7.915000000000000000e+02,4.081176862317456577e-02
7.920000000000000000e+02,4.165052282661427935e-02
7.925000000000000000e+02,3.945767788531746867e-02
7.930000000000000000e+02,3.601133152657576275e-02
7.935000000000000000e+02,3.391174473714490822e-02
7.940000000000000000e+02,3.325406390640069099e-02
7.945000000000000000e+02,3.465541497787547748e-02
7.950000000000000000e+02,3.712418482151477739e-02
7.955000000000000000e+02,3.946814016458473351e-02
7.960000000000000000e+02,3.675873911694951118e-02
7.965000000000000000e+02,3.182074349993922746e-02
7.970000000000000000e+02,2.718173537450469662e-02
7.975000000000000000e+02,2.459751439649853974e-02
7.980000000000000000e+02,2.585662231627565075e-02
7.985000000000000000e+02,2.705603404115532185e-02
7.990000000000000000e+02,3.031226162000693475e-02
7.995000000000000000e+02,3.376974092569760139e-02
8.000000000000000000e+02,3.713257340202288925e-02
8.005000000000000000e+02,3.990806265249456641e-02
8.010000000000000000e+02,3.771418901601449047e-02
8.015000000000000000e+02,3.360740766997661472e-02
8.020000000000000000e+02,2.912816877690576484e-02
8.025000000000000000e+02,2.701568459005950287e-02
8.030000000000000000e+02,2.945602596152435693e-02
8.035000000000000000e+02,3.193555957511798327e-02
8.040000000000000000e+02,3.427599063561657250e-02
8.045000000000000000e+02,3.481311699069864624e-02
8.050000000000000000e+02,3.174908694788413505e-02
8.055000000000000000e+02,2.854695158200159372e-02
8.060000000000000000e+02,2.702006321042646139e-02
8.065000000000000000e+02,2.708847419599955467e-02
8.070000000000000000e+02,2.883044990826837822e-02
8.075000000000000000e+02,3.209475610475897439e-02
8.080000000000000000e+02,3.231016430685630658e-02
8.085000000000000000e+02,2.604857721150053221e-02
8.090000000000000000e+02,2.243318904100200656e-02
8.095000000000000000e+02,3.170042527193742826e-02
8.100000000000000000e+02,4.752943684249862077e-02
8.105000000000000000e+02,5.741255167210922161e-02
8.110000000000000000e+02,6.269778024719183107e-02
8.115000000000000000e+02,5.589881247983058410e-02
8.120000000000000000e+02,4.272139301992549515e-02
8.125000000000000000e+02,3.924920347506364454e-02
8.130000000000000000e+02,3.833818310133305790e-02
8.135000000000000000e+02,3.870070075299378992e-02
8.140000000000000000e+02,3.656431998385162307e-02
8.145000000000000000e+02,3.564256446554464608e-02
8.150000000000000000e+02,3.540848230759612025e-02
8.155000000000000000e+02,3.331265776593087674e-02
8.160000000000000000e+02,3.364852575757522335e-02
8.165000000000000000e+02,3.249737831005759803e-02
8.170000000000000000e+02,2.989702665863093467e-02
8.175000000000000000e+02,2.353837074612985872e-02
8.180000000000000000e+02,1.884071550165506564e-02
8.185000000000000000e+02,2.111671928350521490e-02
8.190000000000000000e+02,2.423400211263482262e-02
8.195000000000000000e+02,3.033281475196527091e-02
8.200000000000000000e+02,3.441158579843599935e-02
8.205000000000000000e+02,3.528594425646269100e-02
8.210000000000000000e+02,3.461487187484684619e-02
8.215000000000000000e+02,3.484949244947237179e-02
8.220000000000000000e+02,3.726919167962079033e-02
8.225000000000000000e+02,3.797743643249960194e-02
8.230000000000000000e+02,4.029905840559317581e-02
8.235000000000000000e+02,3.956583053777181641e-02
8.240000000000000000e+02,3.539434325948623977e-02
8.245000000000000000e+02,3.315366976294564089e-02
8.250000000000000000e+02,3.233322837354615092e-02
8.255000000000000000e+02,3.340623165108144721e-02
8.260000000000000000e+02,3.600747476683389958e-02
8.265000000000000000e+02,3.453467541309176297e-02
8.270000000000000000e+02,2.987169450855523337e-02
8.275000000000000000e+02,3.111622262344601597e-02
8.280000000000000000e+02,3.427045287292945774e-02
8.285000000000000000e+02,4.062180023579739507e-02
8.290000000000000000e+02,4.625139494209531271e-02
8.295000000000000000e+02,4.534156108011711678e-02
8.300000000000000000e+02,4.456458424350605990e-02
8.305000000000000000e+02,4.498565485721654766e-02
8.310000000000000000e+02,4.610843569415935816e-02
8.315000000000000000e+02,4.739483412023227926e-02
8.320000000000000000e+02,4.593112937690336378e-02
8.325000000000000000e+02,4.261169063919845179e-02
8.330000000000000000e+02,4.085007595374056527e-02
8.335000000000000000e+02,4.096216114589986551e-02
8.340000000000000000e+02,4.194647145053526788e-02
8.345000000000000000e+02,4.110475134663287011e-02
8.350000000000000000e+02,4.162931004171063071e-02
8.355000000000000000e+02,4.177023063413266152e-02
8.360000000000000000e+02,4.213779527277727172e-02
8.365000000000000000e+02,4.262428028954413223e-02
8.370000000000000000e+02,4.060093733453490339e-02
8.375000000000000000e+02,3.789672096843339083e-02
8.380000000000000000e+02,3.345788640656857660e-02
8.385000000000000000e+02,3.071022074311198849e-02
8.390000000000000000e+02,2.799745682342087705e-02
8.395000000000000000e+02,2.612705985920540236e-02
8.400000000000000000e+02,2.977636697664492668e-02
8.405000000000000000e+02,3.441380858805775933e-02
8.410000000000000000e+02,3.896182069718304858e-02
8.415000000000000000e+02,4.315879574007294717e-02
8.420000000000000000e+02,4.632780372990922407e-02
8.425000000000000000e+02,4.713975409106492542e-02
8.430000000000000000e+02,4.666641851055243484e-02
8.435000000000000000e+02,4.418519605421936114e-02
8.440000000000000000e+02,3.804895870167714078e-02
8.445000000000000000e+02,3.537386031066007408e-02
8.450000000000000000e+02,3.828741921523570041e-02
8.455000000000000000e+02,4.574795385509372592e-02
8.460000000000000000e+02,5.258055905295819926e-02
8.465000000000000000e+02,5.455316424697079919e-02
8.470000000000000000e+02,5.297353357182071898e-02
8.475000000000000000e+02,4.694414378040359659e-02
8.480000000000000000e+02,4.104100523706246534e-02
8.485000000000000000e+02,3.589923959619654298e-02
8.490000000000000000e+02,3.363216414786258240e-02
8.495000000000000000e+02,3.714180222860321429e-02
8.500000000000000000e+02,4.062540128831230307e-02
8.505000000000000000e+02,4.562656794996636234e-02
8.510000000000000000e+02,4.615464573807994547e-02
8.515000000000000000e+02,4.528507909930760272e-02
8.520000000000000000e+02,2.517576581324267732e-02
8.525000000000000000e+02,-2.181616167410617771e-02
8.530000000000000000e+02,-3.769571547870403938e-02
8.535000000000000000e+02,-4.047757771352086809e-02
8.540000000000000000e+02,-1.662160770416474045e-02
8.545000000000000000e+02,3.521855881075647288e-02
8.550000000000000000e+02,5.047897862916216061e-02
8.555000000000000000e+02,5.061676695102178269e-02
8.560000000000000000e+02,4.671893300075325578e-02
8.565000000000000000e+02,4.069041863237379125e-02
8.570000000000000000e+02,4.268315047474715435e-02
8.575000000000000000e+02,4.502459762427836465e-02
8.580000000000000000e+02,4.721470747954498864e-02
8.585000000000000000e+02,4.838259293757259105e-02
8.590000000000000000e+02,4.543343188479576772e-02
8.595000000000000000e+02,4.792855395976210880e-02
8.600000000000000000e+02,5.035008605166343271e-02
8.605000000000000000e+02,5.103517035975831118e-02
8.610000000000000000e+02,5.336603193702301601e-02
8.615000000000000000e+02,5.190545551667997970e-02
8.620000000000000000e+02,5.191406893848966864e-02
8.625000000000000000e+02,4.972196622610421113e-02
8.630000000000000000e+02,3.740149020962005993e-02
8.635000000000000000e+02,2.921428139988537995e-02
8.640000000000000000e+02,2.620382227143846707e-02
8.645000000000000000e+02,3.029396420649222918e-02
8.650000000000000000e+02,4.689611347022429322e-02
8.655000000000000000e+02,5.687508424406802904e-02
8.660000000000000000e+02,6.133575954278348841e-02
8.665000000000000000e+02,6.113641853167355728e-02
8.670000000000000000e+02,5.490991145018207092e-02
8.675000000000000000e+02,5.037339670914412620e-02
8.680000000000000000e+02,4.876804550177963465e-02
8.685000000000000000e+02,4.933257787314809795e-02
8.690000000000000000e+02,5.342303048006481758e-02
8.695000000000000000e+02,5.920390862122849873e-02
8.700000000000000000e+02,5.915227640577686019e-02
8.705000000000000000e+02,6.311825388213855581e-02
8.710000000000000000e+02,6.306419867747989350e-02
8.715000000000000000e+02,5.439553242909964115e-02
8.720000000000000000e+02,4.779588162454547623e-02
8.725000000000000000e+02,4.246913118643771967e-02
8.730000000000000000e+02,3.612148498378171119e-02
8.735000000000000000e+02,3.245518184733744982e-02
8.740000000000000000e+02,3.590026552358120682e-02
8.745000000000000000e+02,4.047731975026257895e-02
8.750000000000000000e+02,4.659513531569332845e-02
8.755000000000000000e+02,5.310962354356837251e-02
8.760000000000000000e+02,5.399667332309409512e-02
8.765000000000000000e+02,5.288957741285692238e-02
8.770000000000000000e+02,5.582251448658179932e-02
8.775000000000000000e+02,5.406023568590587192e-02
8.780000000000000000e+02,5.430737429426086421e-02
8.785000000000000000e+02,5.460998293734662529e-02
8.790000000000000000e+02,5.819025647844226073e-02
8.795000000000000000e+02,6.667329449378280037e-02
8.800000000000000000e+02,7.217810845286158627e-02
8.805000000000000000e+02,7.404003948292398052e-02
8.810000000000000000e+02,7.440378639056705046e-02
8.815000000000000000e+02,7.389239794043303555e-02
8.820000000000000000e+02,6.946524411963621304e-02
8.825000000000000000e+02,3.512854038181655730e-02
8.830000000000000000e+02,-4.663967238671636040e-02
8.835000000000000000e+02,-8.630481134901854534e-02
8.840000000000000000e+02,-9.562068996716956149e-02
8.845000000000000000e+02,-5.904751118349737399e-02
8.850000000000000000e+02,2.319048132835858228e-02
8.855000000000000000e+02,5.764641493525453353e-02
8.860000000000000000e+02,7.188001730041097825e-02
8.865000000000000000e+02,7.713991559844098067e-02
8.870000000000000000e+02,8.110543934178332526e-02
8.875000000000000000e+02,7.114166349816268553e-02
8.880000000000000000e+02,5.795261307446070848e-02
8.885000000000000000e+02,5.291475656591865945e-02
8.890000000000000000e+02,4.937376717315775099e-02
8.895000000000000000e+02,5.171536187121387323e-02
8.900000000000000000e+02,5.659703896672056006e-02
8.905000000000000000e+02,5.802202533449823951e-02
8.910000000000000000e+02,6.025279326467382346e-02
8.915000000000000000e+02,6.729531623176288058e-02
8.920000000000000000e+02,6.521349564662558274e-02
8.925000000000000000e+02,5.605355816175629224e-02
8.930000000000000000e+02,4.860392100503429375e-02
8.935000000000000000e+02,4.677545768442673002e-02
8.940000000000000000e+02,5.588072304508681643e-02
8.945000000000000000e+02,6.666194377744491528e-02
8.950000000000000000e+02,7.291793933076243239e-02
8.955000000000000000e+02,7.089207601433045181e-02
8.960000000000000000e+02,6.641942101633975526e-02
8.965000000000000000e+02,6.431448275444878737e-02
8.970000000000000000e+02,6.585452950832582086e-02
8.975000000000000000e+02,6.613355490731616382e-02
8.980000000000000000e+02,6.266603542786650105e-02
8.985000000000000000e+02,6.155395377408748314e-02
8.990000000000000000e+02,5.887885780776900418e-02
8.995000000000000000e+02,5.479226627836173563e-02
9.000000000000000000e+02,5.854105401915573464e-02
9.005000000000000000e+02,5.590421052419614761e-02
9.010000000000000000e+02,5.711775727354091725e-02
9.015000000000000000e+02,6.474591061359465105e-02
9.020000000000000000e+02,6.461988789965267266e-02
9.025000000000000000e+02,6.166886408835432071e-02
9.030000000000000000e+02,5.940875926554493175e-02
9.035000000000000000e+02,6.716428889211679965e-02
9.040000000000000000e+02,7.802198036289839655e-02
9.045000000000000000e+02,8.176103578197516097e-02
9.050000000000000000e+02,8.281411154330893531e-02
9.055000000000000000e+02,7.890757541275292275e-02
9.060000000000000000e+02,8.241538444702646571e-02
9.065000000000000000e+02,9.148362870815267278e-02
9.070000000000000000e+02,9.191105346079889160e-02
9.075000000000000000e+02,8.725180814513021355e-02
9.080000000000000000e+02,8.379899050558552165e-02
9.085000000000000000e+02,8.512648699039379596e-02
9.090000000000000000e+02,8.682045160588486299e-02
9.095000000000000000e+02,8.683475423700028062e-02
9.100000000000000000e+02,8.289715979799490431e-02
9.105000000000000000e+02,8.671404224146851691e-02
9.110000000000000000e+02,8.533391224106273709e-02
9.115000000000000000e+02,8.179392346126014568e-02
9.120000000000000000e+02,8.640480385799932661e-02
9.125000000000000000e+02,9.280564625261446265e-02
9.130000000000000000e+02,1.117689462314935267e-01
9.135000000000000000e+02,1.285008373781040547e-01
9.140000000000000000e+02,1.353987173788132325e-01
9.145000000000000000e+02,1.382448959976417813e-01
9.150000000000000000e+02,1.301066937373232812e-01
9.155000000000000000e+02,1.301809857992112796e-01
9.160000000000000000e+02,1.359446024771301109e-01
9.165000000000000000e+02,1.538562833341806935e-01
9.170000000000000000e+02,1.857689003567835895e-01
9.175000000000000000e+02,2.148219697360841118e-01
9.180000000000000000e+02,2.399520757296128293e-01
9.185000000000000000e+02,2.681968415492436697e-01
9.190000000000000000e+02,2.987852724764381018e-01
9.195000000000000000e+02,3.394813361656346395e-01
9.200000000000000000e+02,4.012536439843474856e-01
9.205000000000000000e+02,4.841260481113732195e-01
9.210000000000000000e+02,6.041374224795069692e-01
9.215000000000000000e+02,7.565457390709718899e-01
9.220000000000000000e+02,9.222242212597712152e-01
9.225000000000000000e+02,1.094939579659370610e+00
9.230000000000000000e+02,1.266063160463010595e+00
9.235000000000000000e+02,1.436945093303525711e+00
9.240000000000000000e+02,1.614262220878385667e+00
9.245000000000000000e+02,1.784450564811424611e+00
9.250000000000000000e+02,1.932997774665085489e+00
9.255000000000000000e+02,2.039796792445522478e+00
9.260000000000000000e+02,2.094492004710944322e+00
9.265000000000000000e+02,2.103976052497552818e+00
9.270000000000000000e+02,2.076817525871696990e+00
9.275000000000000000e+02,1.996040087268404317e+00
9.280000000000000000e+02,1.903676813729135109e+00
9.285000000000000000e+02,1.831277001268605709e+00
9.290000000000000000e+02,1.759048320493929118e+00
9.295000000000000000e+02,1.712442435754025327e+00
9.300000000000000000e+02,1.687805926759086805e+00
9.305000000000000000e+02,1.657108927464063131e+00
9.310000000000000000e+02,1.677544659145332240e+00
9.315000000000000000e+02,1.736939567098121140e+00
9.320000000000000000e+02,1.820620846199216825e+00
9.325000000000000000e+02,1.930889288071353072e+00
9.330000000000000000e+02,1.993576362759234222e+00
9.335000000000000000e+02,2.007371700420212068e+00
9.340000000000000000e+02,1.966436685917143379e+00
9.345000000000000000e+02,1.892078922493460658e+00
9.350000000000000000e+02,1.781253976495286828e+00
9.355000000000000000e+02,1.653152363948905412e+00
9.360000000000000000e+02,1.530044305657951575e+00
9.365000000000000000e+02,1.442317165113312871e+00
9.370000000000000000e+02,1.391407173367493755e+00
9.375000000000000000e+02,1.372283799196008847e+00
9.380000000000000000e+02,1.375706620421897952e+00
9.385000000000000000e+02,1.396376436432582580e+00
9.390000000000000000e+02,1.459162724819698775e+00
9.395000000000000000e+02,1.553639037086679719e+00
9.400000000000000000e+02,1.685415514023818062e+00
9.405000000000000000e+02,1.875148271617056439e+00
9.410000000000000000e+02,2.118969466774401678e+00
9.415000000000000000e+02,2.439160596552565341e+00
9.420000000000000000e+02,2.758746384189055600e+00
9.425000000000000000e+02,3.122649124098964890e+00
9.430000000000000000e+02,3.515000761092253789e+00
9.435000000000000000e+02,3.949057056708058067e+00
9.440000000000000000e+02,4.411658513727834574e+00
9.445000000000000000e+02,4.880919300975173236e+00
9.450000000000000000e+02,5.374652016951310785e+00
9.455000000000000000e+02,5.846798693300108596e+00
9.460000000000000000e+02,6.308906827875537360e+00
9.465000000000000000e+02,6.716478527043756586e+00
9.470000000000000000e+02,7.062613810020779148e+00
9.475000000000000000e+02,7.457156080960787747e+00
9.480000000000000000e+02,7.808926242195497913e+00
9.485000000000000000e+02,8.102016925230975275e+00
9.490000000000000000e+02,8.379600897171593843e+00
9.495000000000000000e+02,8.600558066158955128e+00
9.500000000000000000e+02,8.852316321916237740e+00
9.505000000000000000e+02,9.188940857912426097e+00
9.510000000000000000e+02,9.525106539445541642e+00
9.515000000000000000e+02,9.834937641416347631e+00
9.520000000000000000e+02,1.004190819608493612e+01
9.525000000000000000e+02,1.021211076278632923e+01
9.530000000000000000e+02,1.036915572862354296e+01
9.535000000000000000e+02,1.056749722849520268e+01
9.540000000000000000e+02,1.077217476851430078e+01
9.545000000000000000e+02,1.098692868520905286e+01
9.550000000000000000e+02,1.104081159698495007e+01
9.555000000000000000e+02,1.101006086962827446e+01
9.560000000000000000e+02,1.090610947282372933e+01
9.565000000000000000e+02,1.073569632518005790e+01
9.570000000000000000e+02,1.049570089412754292e+01
9.575000000000000000e+02,1.037690691206477389e+01
9.580000000000000000e+02,1.022006236116583899e+01
9.585000000000000000e+02,1.013580282658480058e+01
9.590000000000000000e+02,1.018457615352904000e+01
9.595000000000000000e+02,1.021502928132227161e+01
9.600000000000000000e+02,1.018490800389902518e+01
9.605000000000000000e+02,1.018088961846006057e+01
9.610000000000000000e+02,1.016115870212397887e+01
9.615000000000000000e+02,1.000396704073538245e+01
9.620000000000000000e+02,9.912367305379561344e+00
9.625000000000000000e+02,9.772984081676609591e+00
9.630000000000000000e+02,9.641775462371400707e+00
9.635000000000000000e+02,9.578693569015062081e+00
9.640000000000000000e+02,9.447763381326975463e+00
9.645000000000000000e+02,9.154536040724407187e+00
9.650000000000000000e+02,8.956825151034838228e+00
9.655000000000000000e+02,8.769557850191796788e+00
9.660000000000000000e+02,8.720894079043063130e+00
9.665000000000000000e+02,8.695911895081779974e+00
9.670000000000000000e+02,8.558019294900889307e+00
9.675000000000000000e+02,8.456971182023414357e+00
9.680000000000000000e+02,8.408733094101320305e+00
9.685000000000000000e+02,8.299183051212267515e+00
9.690000000000000000e+02,8.099072795385122703e+00
9.695000000000000000e+02,7.820521533626488164e+00
9.700000000000000000e+02,7.665166832577459566e+00
9.705000000000000000e+02,7.761783757718060173e+00
9.710000000000000000e+02,7.864219288756387094e+00
9.715000000000000000e+02,7.998423954577307704e+00
9.720000000000000000e+02,8.048106766912164645e+00
9.725000000000000000e+02,8.005812249345623854e+00
9.730000000000000000e+02,8.011373593308208640e+00
9.735000000000000000e+02,7.911881083442966478e+00
9.740000000000000000e+02,7.892568255367074848e+00
9.745000000000000000e+02,7.973743742424184155e+00
9.750000000000000000e+02,8.069426600852036557e+00
9.755000000000000000e+02,8.259603135028111609e+00
9.760000000000000000e+02,8.444478597599792025e+00
9.765000000000000000e+02,8.699409366747714145e+00
9.770000000000000000e+02,8.830147993745281809e+00
9.775000000000000000e+02,8.919839174927004066e+00
9.780000000000000000e+02,9.095631303164241288e+00
9.785000000000000000e+02,9.425670234397738767e+00
9.790000000000000000e+02,9.860401061508190068e+00
9.795000000000000000e+02,1.017383952297116245e+01
9.800000000000000000e+02,1.025629110976028358e+01
9.805000000000000000e+02,1.033851854427652661e+01
9.810000000000000000e+02,1.049916060259369566e+01
9.815000000000000000e+02,1.082811697150329167e+01
9.820000000000000000e+02,1.111977611442576297e+01
9.825000000000000000e+02,1.134466536166574002e+01
9.830000000000000000e+02,1.154916648307364113e+01
9.835000000000000000e+02,1.154225388755972759e+01
9.840000000000000000e+02,1.155824648641487862e+01
9.845000000000000000e+02,1.144715750011222433e+01
9.850000000000000000e+02,1.126035258556293073e+01
9.855000000000000000e+02,1.129210867189809697e+01
9.860000000000000000e+02,1.143513416729063792e+01
9.865000000000000000e+02,1.165915209100402627e+01
9.870000000000000000e+02,1.186102204055631226e+01
9.875000000000000000e+02,1.181185912147843808e+01
9.880000000000000000e+02,1.164212986804496808e+01
9.885000000000000000e+02,1.173039903667653228e+01
9.890000000000000000e+02,1.183403710105221940e+01
9.895000000000000000e+02,1.184620781641622322e+01
9.900000000000000000e+02,1.168277973442930850e+01
9.905000000000000000e+02,1.143533385006768910e+01
9.910000000000000000e+02,1.114777930147110219e+01
9.915000000000000000e+02,1.090208077797219843e+01
9.920000000000000000e+02,1.060234357653537707e+01
9.925000000000000000e+02,1.014228809608550463e+01
9.930000000000000000e+02,9.811377017340953799e+00
9.935000000000000000e+02,9.365638241429007138e+00
9.940000000000000000e+02,8.941164040092299814e+00
9.945000000000000000e+02,8.711214239787668845e+00
9.950000000000000000e+02,8.528740548663561682e+00
9.955000000000000000e+02,8.410593946311584190e+00
9.960000000000000000e+02,8.314298917004439460e+00
9.965000000000000000e+02,8.341479880248128254e+00
9.970000000000000000e+02,8.311991882608657178e+00
9.975000000000000000e+02,8.329863539197472022e+00
9.980000000000000000e+02,8.087264218202180999e+00
9.985000000000000000e+02,7.743672108590597958e+00
9.990000000000000000e+02,7.455995817560364003e+00
9.995000000000000000e+02,7.153261751466455820e+00
1.000000000000000000e+03,7.089761254683817349e+00
1.000500000000000000e+03,7.167323399498788383e+00
1.001000000000000000e+03,7.403908507459096455e+00
1.001500000000000000e+03,7.493813405973781983e+00
1.002000000000000000e+03,7.475217752262921067e+00
1.002500000000000000e+03,7.339967442296415179e+00
1.003000000000000000e+03,7.215735277518263047e+00
1.003500000000000000e+03,7.151760048316502250e+00
1.004000000000000000e+03,7.147612100274107760e+00
1.004500000000000000e+03,7.191875798526090158e+00
1.005000000000000000e+03,7.259286958216240926e+00
1.005500000000000000e+03,7.521866451305792012e+00
1.006000000000000000e+03,7.957745973850438581e+00
1.006500000000000000e+03,8.422765754426423612e+00
1.007000000000000000e+03,8.891615534776907026e+00
1.007500000000000000e+03,8.897211928432261274e+00
1.008000000000000000e+03,8.927974853904965258e+00
1.008500000000000000e+03,9.090687926506795691e+00
1.009000000000000000e+03,9.545011396902673084e+00
1.009500000000000000e+03,1.024566461085748159e+01
1.010000000000000000e+03,1.082059758741117506e+01
1.010500000000000000e+03,1.110348537072399999e+01
1.011000000000000000e+03,1.155652334742265808e+01
1.011500000000000000e+03,1.180044541392313029e+01
1.012000000000000000e+03,1.231419775592580557e+01
1.012500000000000000e+03,1.277824615575227085e+01
1.013000000000000000e+03,1.317504153781635168e+01
1.013500000000000000e+03,1.342789721297220318e+01
1.014000000000000000e+03,1.362199194927267243e+01
1.014500000000000000e+03,1.401948405255013874e+01
1.015000000000000000e+03,1.483745611978860524e+01
1.015500000000000000e+03,1.574149335807237193e+01
1.016000000000000000e+03,1.621779272319123066e+01
1.016500000000000000e+03,1.581447297875125102e+01
1.017000000000000000e+03,1.472765405374882342e+01
1.017500000000000000e+03,1.385359787348411054e+01
1.018000000000000000e+03,1.327378913742007427e+01
1.018500000000000000e+03,1.317632853860785325e+01
1.019000000000000000e+03,1.351434155003569160e+01
1.019500000000000000e+03,1.360957212227902247e+01
1.020000000000000000e+03,1.354804296092580174e+01
1.020500000000000000e+03,1.319962900014765239e+01
1.021000000000000000e+03,1.286927701544185787e+01
1.021500000000000000e+03,1.261813087943298939e+01
1.022000000000000000e+03,1.224238261388579652e+01
1.022500000000000000e+03,1.193079498688838846e+01
1.023000000000000000e+03,1.150762908147300401e+01
1.023500000000000000e+03,1.147559671949500526e+01
1.024000000000000000e+03,1.134433572439723292e+01
1.024500000000000000e+03,1.131402847438476300e+01
1.025000000000000000e+03,1.075540438443962010e+01
1.025500000000000000e+03,1.011422155025277902e+01
1.026000000000000000e+03,9.776612045253921579e+00
1.026500000000000000e+03,9.805213043865151690e+00
1.027000000000000000e+03,1.001195989358878258e+01
1.027500000000000000e+03,9.832480681241003495e+00
1.028000000000000000e+03,9.311638180373885021e+00
1.028500000000000000e+03,9.011278315852461418e+00
1.029000000000000000e+03,8.956993114771591991e+00
1.029500000000000000e+03,8.865927831012497151e+00
1.030000000000000000e+03,8.797760085484155113e+00
1.030500000000000000e+03,8.512414899017857195e+00
1.031000000000000000e+03,8.251158292441939324e+00
1.031500000000000000e+03,8.212399709589258023e+00
1.032000000000000000e+03,7.906097171374912413e+00
1.032500000000000000e+03,7.752422539874754825e+00
1.033000000000000000e+03,7.756347429338819488e+00
1.033500000000000000e+03,7.724655993061454673e+00
1.034000000000000000e+03,8.227662264537840997e+00
1.034500000000000000e+03,8.564894176457878316e+00
1.035000000000000000e+03,8.764353206238400418e+00
1.035500000000000000e+03,8.714496408171678254e+00
1.036000000000000000e+03,8.618903844945185355e+00
1.036500000000000000e+03,8.662165051802768190e+00
1.037000000000000000e+03,8.832326066199938097e+00
1.037500000000000000e+03,8.759851311155188114e+00
1.038000000000000000e+03,8.543436137873699820e+00
1.038500000000000000e+03,8.520838670751174959e+00
1.039000000000000000e+03,8.671284959442484563e+00
1.039500000000000000e+03,9.267536809108184670e+00
1.040000000000000000e+03,9.883325485943403876e+00
1.040500000000000000e+03,1.010490736139439072e+01
1.041000000000000000e+03,9.913158953485149638e+00
1.041500000000000000e+03,9.477285253350267169e+00
1.042000000000000000e+03,9.015611004422732222e+00
1.042500000000000000e+03,9.022340362594777119e+00
1.043000000000000000e+03,9.298503084337454538e+00
1.043500000000000000e+03,9.540045819114533643e+00
1.044000000000000000e+03,1.014401081822754946e+01
1.044500000000000000e+03,1.047792169881716440e+01
1.045000000000000000e+03,1.075462806931798632e+01
1.045500000000000000e+03,1.082590011490116666e+01
1.046000000000000000e+03,1.082334081583309882e+01
1.046500000000000000e+03,1.089004724002338520e+01
1.047000000000000000e+03,1.092205094409322363e+01
1.047500000000000000e+03,1.095517551294240910e+01
1.048000000000000000e+03,1.106273800138022523e+01
1.048500000000000000e+03,1.123439605594818858e+01
1.049000000000000000e+03,1.152803732216995947e+01
1.049500000000000000e+03,1.137238444109573443e+01
1.050000000000000000e+03,1.104084346128808924e+01
1.050500000000000000e+03,1.074508779471158704e+01
1.051000000000000000e+03,1.028979871468838425e+01
1.051500000000000000e+03,1.007597147266614890e+01
1.052000000000000000e+03,9.998562169810531586e+00
1.052500000000000000e+03,9.938484840064278458e+00
1.053000000000000000e+03,1.001194856913954467e+01
1.053500000000000000e+03,9.692391205017113265e+00
1.054000000000000000e+03,9.266692007063426217e+00
1.054500000000000000e+03,9.160915192774440996e+00
1.055000000000000000e+03,9.311733212552963934e+00
1.055500000000000000e+03,9.435381929545842539e+00
1.056000000000000000e+03,9.517920904682023675e+00
1.056500000000000000e+03,9.361226040854576880e+00
1.057000000000000000e+03,9.496690584932823143e+00
1.057500000000000000e+03,9.559336098138230042e+00
1.058000000000000000e+03,9.428009608730832269e+00
1.058500000000000000e+03,8.795365930979508917e+00
1.059000000000000000e+03,8.175747282750066347e+00
1.059500000000000000e+03,7.632807833781572349e+00
1.060000000000000000e+03,7.331085284146128700e+00
1.060500000000000000e+03,7.299807375051827307e+00
