kinetic energy [MeV]	momentum [MeV/c]	total energy [MeV]	\gamma	\beta	orbit radius [m]	bending angle [dgr]	bending angle at screen [dgr]	incident angle [dgr]	drift1 [m]	drift2 [m]	total path [m]	screen [m]	Bpeak [T]	B.m [T.m]	effective length [m]	MagRds [m]	side logic	x conv fct rms	y conv fct rms	momentum rsl [%/mrad]	side screen [m]	front screen [m]
63.991025	64.500000	64.502024	126.227285	0.999969	0.215213	81.652476	80.511842	8.459654	0.692704	0.126874	2.422000	0.541673	0.999701	0.302332	0.302423	0.195176	1.000000	1.000000	1.000000	1.000000	0.541673	0.541673
63.491041	64.000000	64.002040	125.248841	0.999968	0.213545	82.048156	80.875654	8.525431	0.692736	0.125429	2.419600	0.544391	0.999698	0.301344	0.301435	0.195182	1.000000	1.000000	1.000000	1.000000	0.544391	0.544391
62.991057	63.500000	63.502056	124.270397	0.999968	0.211877	82.446628	81.241529	8.592237	0.692753	0.124014	2.417200	0.547108	0.999701	0.300343	0.300432	0.195188	1.000000	1.000000	1.000000	1.000000	0.547108	0.547108
62.491073	63.000000	63.002072	123.291954	0.999967	0.210209	82.847850	81.608929	8.660096	0.692754	0.122630	2.414800	0.549822	0.999700	0.299326	0.299415	0.195195	1.000000	1.000000	1.000000	1.000000	0.549822	0.549822
61.991090	62.500000	62.502089	122.313511	0.999967	0.208540	83.251744	81.979823	8.729032	0.692789	0.121323	2.412500	0.552478	0.999701	0.298300	0.298389	0.195201	1.000000	1.000000	1.000000	1.000000	0.552478	0.552478
61.491107	62.000000	62.002106	121.335068	0.999966	0.206872	83.658424	82.351287	8.813021	0.692807	0.119949	2.410100	0.555189	0.999700	0.297254	0.297343	0.195109	1.000000	1.000000	1.000000	1.000000	0.555189	0.555189
60.991124	61.500000	61.502123	120.356626	0.999965	0.205203	84.068150	82.724783	8.884302	0.692809	0.118608	2.407700	0.557899	0.999700	0.296194	0.296283	0.195115	1.000000	1.000000	1.000000	1.000000	0.557899	0.557899
60.491141	61.000000	61.002140	119.378185	0.999965	0.203535	84.480907	83.102307	8.956743	0.692843	0.117341	2.405400	0.560553	0.999699	0.295127	0.295216	0.195122	1.000000	1.000000	1.000000	1.000000	0.560553	0.560553
59.991159	60.500000	60.502158	118.399744	0.999964	0.201867	84.896905	83.480239	9.030372	0.692848	0.116024	2.403000	0.563261	0.999701	0.294039	0.294127	0.195129	1.000000	1.000000	1.000000	1.000000	0.563261	0.563261
59.491177	60.000000	60.002176	117.421304	0.999964	0.200199	85.315598	83.861917	9.105218	0.692876	0.114793	2.400700	0.565913	0.999700	0.292943	0.293031	0.195136	1.000000	1.000000	1.000000	1.000000	0.565913	0.565913
58.991195	59.500000	59.502194	116.442864	0.999963	0.198530	85.736947	84.243425	9.181311	0.692890	0.113499	2.398300	0.568617	0.999699	0.291823	0.291911	0.195143	1.000000	1.000000	1.000000	1.000000	0.568617	0.568617
58.491214	59.000000	59.002213	115.464425	0.999962	0.196862	86.160885	84.628657	9.273362	0.692915	0.112304	2.396000	0.571266	0.999701	0.290694	0.290781	0.195052	1.000000	1.000000	1.000000	1.000000	0.571266	0.571266
57.991233	58.500000	58.502232	114.485987	0.999962	0.195194	86.587584	85.015784	9.352169	0.692936	0.111128	2.393700	0.573912	0.999700	0.289549	0.289636	0.195060	1.000000	1.000000	1.000000	1.000000	0.573912	0.573912
57.491252	58.000000	58.002251	113.507549	0.999961	0.193525	87.016722	85.402384	9.432323	0.692959	0.109875	2.391300	0.576608	0.999701	0.288380	0.288467	0.195068	1.000000	1.000000	1.000000	1.000000	0.576608	0.576608
56.991272	57.500000	57.502271	112.529112	0.999961	0.191889	87.448314	85.792638	9.513859	0.692959	0.108705	2.389000	0.579249	0.999531	0.287201	0.287336	0.195076	1.000000	1.000000	1.000000	1.000000	0.579249	0.579249
56.491291	57.000000	57.002290	111.550676	0.999960	0.190253	87.882914	86.184948	9.596812	0.692961	0.107550	2.386700	0.581890	0.999359	0.286005	0.286189	0.195084	1.000000	1.000000	1.000000	1.000000	0.581890	0.581890
55.991312	56.500000	56.502311	110.572240	0.999959	0.188585	88.320709	86.579614	9.681220	0.692987	0.106435	2.384400	0.584531	0.999358	0.284795	0.284978	0.195093	1.000000	1.000000	1.000000	1.000000	0.584531	0.584531
55.491332	56.000000	56.002331	109.593805	0.999958	0.186916	88.761905	86.976909	9.782603	0.693010	0.105338	2.382100	0.587173	0.999359	0.283570	0.283752	0.195003	1.000000	1.000000	1.000000	1.000000	0.587173	0.587173
54.991353	55.500000	55.502352	108.615371	0.999958	0.185247	89.205764	87.375930	9.870173	0.693035	0.104256	2.379800	0.589813	0.999359	0.282328	0.282509	0.195012	1.000000	1.000000	1.000000	1.000000	0.589813	0.589813
54.491375	55.000000	55.002374	107.636937	0.999957	0.183578	89.652250	87.776503	9.959321	0.693062	0.103191	2.377500	0.592450	0.999358	0.281067	0.281248	0.195022	1.000000	1.000000	1.000000	1.000000	0.592450	0.592450
53.991396	54.500000	54.502396	106.658505	0.999956	0.181917	90.101094	88.178574	10.050088	0.693084	0.102136	2.375200	0.595086	0.999313	0.279788	0.279980	0.195031	1.000000	1.000000	1.000000	1.000000	0.595086	0.595086
53.491419	54.000000	54.002418	105.680073	0.999955	0.180257	90.552789	88.585074	10.158598	0.693107	0.101189	2.373000	0.597673	0.999267	0.278499	0.278703	0.194943	1.000000	1.000000	1.000000	1.000000	0.597673	0.597673
52.991441	53.500000	53.502440	104.701641	0.999954	0.178597	91.007181	88.990807	10.252886	0.693131	0.100168	2.370700	0.600306	0.999217	0.277184	0.277402	0.194953	1.000000	1.000000	1.000000	1.000000	0.600306	0.600306
52.491464	53.000000	53.002463	103.723211	0.999954	0.176939	91.464263	89.398251	10.348934	0.693154	0.099162	2.368400	0.602937	0.999154	0.275851	0.276085	0.194963	1.000000	1.000000	1.000000	1.000000	0.602937	0.602937
51.991488	52.500000	52.502487	102.744782	0.999953	0.175280	91.924124	89.810255	10.446793	0.693177	0.098265	2.366200	0.605521	0.999091	0.274508	0.274758	0.194974	1.000000	1.000000	1.000000	1.000000	0.605521	0.605521
51.491512	52.000000	52.002511	101.766353	0.999952	0.173625	92.386591	90.221342	10.563232	0.693200	0.097291	2.363900	0.608150	0.999010	0.273139	0.273409	0.194887	1.000000	1.000000	1.000000	1.000000	0.608150	0.608150
50.991536	51.500000	51.502535	100.787925	0.999951	0.171972	92.851696	90.634057	10.665025	0.693222	0.096333	2.361600	0.610776	0.998914	0.271750	0.272045	0.194898	1.000000	1.000000	1.000000	1.000000	0.610776	0.610776
50.491561	51.000000	51.002560	99.809499	0.999950	0.170319	93.319417	91.051317	10.768791	0.693245	0.095484	2.359400	0.613358	0.998816	0.270351	0.270671	0.194910	1.000000	1.000000	1.000000	1.000000	0.613358	0.613358
49.991586	50.500000	50.502585	98.831073	0.999949	0.168669	93.789709	91.467159	10.874588	0.693267	0.094561	2.357100	0.615982	0.998702	0.268923	0.269272	0.194922	1.000000	1.000000	1.000000	1.000000	0.615982	0.615982
49.491612	50.000000	50.002611	97.852648	0.999948	0.167018	94.262669	91.887718	10.982477	0.693290	0.093747	2.354900	0.618562	0.998586	0.267485	0.267863	0.194934	1.000000	1.000000	1.000000	1.000000	0.618562	0.618562
48.991638	49.500000	49.502638	96.874224	0.999947	0.165369	94.737994	92.309942	11.110099	0.693313	0.092949	2.352700	0.621141	0.998458	0.266027	0.266438	0.194849	1.000000	1.000000	1.000000	1.000000	0.621141	0.621141
48.491665	49.000000	49.002664	95.895801	0.999946	0.163724	95.215913	92.730596	11.222534	0.693334	0.092077	2.350400	0.623760	0.998305	0.264540	0.264989	0.194862	1.000000	1.000000	1.000000	1.000000	0.623760	0.623760
47.991693	48.500000	48.502692	94.917380	0.999945	0.162078	95.696407	93.156063	11.337258	0.693356	0.091314	2.348200	0.626337	0.998151	0.263042	0.263529	0.194876	1.000000	1.000000	1.000000	1.000000	0.626337	0.626337
47.491721	48.000000	48.002720	93.938959	0.999943	0.160432	96.179202	93.582991	11.454341	0.693380	0.090571	2.346000	0.628914	0.997995	0.261524	0.262049	0.194890	1.000000	1.000000	1.000000	1.000000	0.628914	0.628914
46.991749	47.500000	47.502749	92.960540	0.999942	0.158786	96.664437	94.007852	11.592196	0.693406	0.089756	2.343700	0.631528	0.997837	0.259974	0.260538	0.194807	1.000000	1.000000	1.000000	1.000000	0.631528	0.631528
46.491779	47.000000	47.002778	91.982122	0.999941	0.157143	97.151884	94.437506	11.714410	0.693430	0.089050	2.341500	0.634101	0.997659	0.258414	0.259020	0.194822	1.000000	1.000000	1.000000	1.000000	0.634101	0.634101
45.991809	46.500000	46.502808	91.003705	0.999940	0.155505	97.641530	94.868528	11.839218	0.693452	0.088358	2.339300	0.636674	0.997444	0.256832	0.257490	0.194837	1.000000	1.000000	1.000000	1.000000	0.636674	0.636674
45.491839	46.000000	46.002838	90.025289	0.999938	0.153866	98.133483	95.300918	11.966701	0.693476	0.087687	2.337100	0.639245	0.997227	0.255228	0.255938	0.194853	1.000000	1.000000	1.000000	1.000000	0.639245	0.639245
44.991870	45.500000	45.502869	89.046875	0.999937	0.152230	98.627399	95.734471	12.096946	0.693499	0.087033	2.334900	0.641815	0.996990	0.253603	0.254368	0.194870	1.000000	1.000000	1.000000	1.000000	0.641815	0.641815
44.491902	45.000000	45.002901	88.068462	0.999936	0.150593	99.123571	96.169097	12.249407	0.693524	0.086400	2.332700	0.644383	0.996751	0.251955	0.252776	0.194789	1.000000	1.000000	1.000000	1.000000	0.644383	0.644383
43.991935	44.500000	44.502934	87.090050	0.999934	0.148965	99.621455	96.604637	12.385659	0.693543	0.085781	2.330500	0.646949	0.996446	0.250284	0.251176	0.194807	1.000000	1.000000	1.000000	1.000000	0.646949	0.646949
43.491968	44.000000	44.002967	86.111640	0.999933	0.147342	100.121456	97.041319	12.524963	0.693560	0.085178	2.328300	0.649514	0.996107	0.248590	0.249562	0.194825	1.000000	1.000000	1.000000	1.000000	0.649514	0.649514
42.992002	43.500000	43.503001	85.133232	0.999931	0.145710	100.623459	97.479268	12.667420	0.693585	0.084603	2.326100	0.652078	0.995818	0.246875	0.247912	0.194844	1.000000	1.000000	1.000000	1.000000	0.652078	0.652078
42.492037	43.000000	43.003036	84.154824	0.999929	0.144066	101.127395	97.918038	12.833411	0.693623	0.084059	2.323900	0.654640	0.995606	0.245136	0.246218	0.194766	1.000000	1.000000	1.000000	1.000000	0.654640	0.654640
41.992073	42.500000	42.503072	83.176419	0.999928	0.142426	101.632417	98.357097	12.982731	0.693660	0.083533	2.321700	0.657198	0.995360	0.243372	0.244506	0.194786	1.000000	1.000000	1.000000	1.000000	0.657198	0.657198
41.492109	42.000000	42.003108	82.198015	0.999926	0.140806	102.138709	98.796467	13.135545	0.693683	0.083012	2.319500	0.659752	0.994967	0.241583	0.242805	0.194807	1.000000	1.000000	1.000000	1.000000	0.659752	0.659752
40.992147	41.500000	41.503146	81.219613	0.999924	0.139185	102.646330	99.236356	13.313001	0.693708	0.082513	2.317300	0.662304	0.994569	0.239770	0.241079	0.194732	1.000000	1.000000	1.000000	1.000000	0.662304	0.662304
40.492185	41.000000	41.003184	80.241213	0.999922	0.137572	103.155206	99.676526	13.473429	0.693728	0.082029	2.315100	0.664852	0.994108	0.237932	0.239342	0.194755	1.000000	1.000000	1.000000	1.000000	0.664852	0.664852
39.992225	40.500000	40.503224	79.262814	0.999920	0.135958	103.665067	100.116846	13.637748	0.693752	0.081568	2.312900	0.667396	0.993641	0.236069	0.237580	0.194778	1.000000	1.000000	1.000000	1.000000	0.667396	0.667396
39.492265	40.000000	40.003264	78.284418	0.999918	0.134348	104.175900	100.561775	13.806100	0.693775	0.081215	2.310800	0.669908	0.993132	0.234191	0.235810	0.194803	1.000000	1.000000	1.000000	1.000000	0.669908	0.669908
38.992306	39.500000	39.503305	77.306023	0.999916	0.132738	104.687546	101.001798	14.000722	0.693801	0.080796	2.308600	0.672444	0.992614	0.232276	0.234004	0.194731	1.000000	1.000000	1.000000	1.000000	0.672444	0.672444
38.492348	39.000000	39.003348	76.327631	0.999914	0.131143	105.199375	101.441131	14.177860	0.693816	0.080386	2.306400	0.674975	0.991968	0.230333	0.232198	0.194757	1.000000	1.000000	1.000000	1.000000	0.674975	0.674975
37.992392	38.500000	38.503391	75.349240	0.999912	0.129550	105.711841	101.880019	14.359510	0.693832	0.079998	2.304200	0.677500	0.991291	0.228364	0.230370	0.194785	1.000000	1.000000	1.000000	1.000000	0.677500	0.677500
37.492437	38.000000	38.003436	74.370852	0.999910	0.127963	106.224626	102.323234	14.545843	0.693846	0.079716	2.302100	0.679995	0.990554	0.226379	0.228538	0.194813	1.000000	1.000000	1.000000	1.000000	0.679995	0.679995
36.992482	37.500000	37.503481	73.392467	0.999907	0.126376	106.737394	102.760544	14.737041	0.693863	0.079369	2.299900	0.682509	0.989796	0.224355	0.226668	0.194843	1.000000	1.000000	1.000000	1.000000	0.682509	0.682509
36.492529	37.000000	37.003528	72.414083	0.999905	0.124794	107.249980	103.196519	14.933296	0.693878	0.079040	2.297700	0.685016	0.988976	0.222303	0.224781	0.194874	1.000000	1.000000	1.000000	1.000000	0.685016	0.685016
35.992578	36.500000	36.503577	71.435702	0.999902	0.123213	107.762111	103.636279	15.134808	0.693898	0.078824	2.295600	0.687492	0.988135	0.220234	0.222878	0.194906	1.000000	1.000000	1.000000	1.000000	0.687492	0.687492
35.492627	36.000000	36.003626	70.457324	0.999899	0.121659	108.272935	104.068421	15.341794	0.693896	0.078518	2.293400	0.689981	0.987045	0.218123	0.220986	0.194939	1.000000	1.000000	1.000000	1.000000	0.689981	0.689981
34.992678	35.500000	35.503678	69.478949	0.999896	0.120107	108.783235	104.504483	15.554474	0.693896	0.078324	2.291300	0.692441	0.985915	0.215995	0.219081	0.194974	1.000000	1.000000	1.000000	1.000000	0.692441	0.692441
34.492731	35.000000	35.003730	68.500576	0.999893	0.118550	109.292384	104.932780	15.797908	0.693904	0.078069	2.289100	0.694913	0.984794	0.213826	0.217127	0.194914	1.000000	1.000000	1.000000	1.000000	0.694913	0.694913
33.992785	34.500000	34.503784	67.522207	0.999890	0.117002	109.799302	105.363315	16.023040	0.693910	0.077919	2.287000	0.697352	0.983571	0.211636	0.215171	0.194952	1.000000	1.000000	1.000000	1.000000	0.697352	0.697352
33.492841	34.000000	34.003840	66.543840	0.999887	0.115518	110.303787	105.784457	16.229120	0.693861	0.077649	2.284800	0.699796	0.981770	0.209402	0.213291	0.195087	1.000000	1.000000	1.000000	1.000000	0.699796	0.699796
32.992898	33.500000	33.503897	65.565477	0.999884	0.114024	110.807380	106.209681	16.467077	0.693822	0.077498	2.282700	0.702214	0.980001	0.207153	0.211380	0.195129	1.000000	1.000000	1.000000	1.000000	0.702214	0.702214
32.492957	33.000000	33.003956	64.587117	0.999880	0.112515	111.309224	106.626078	16.712064	0.693802	0.077299	2.280500	0.704641	0.978325	0.204861	0.209400	0.195172	1.000000	1.000000	1.000000	1.000000	0.704641	0.704641
31.993018	32.500000	32.504017	63.608761	0.999876	0.111010	111.808266	107.044488	16.937829	0.693783	0.077208	2.278400	0.707036	0.976565	0.202549	0.207409	0.195313	1.000000	1.000000	1.000000	1.000000	0.707036	0.707036
31.493081	32.000000	32.004080	62.630408	0.999873	0.109508	112.303637	107.451671	17.197419	0.693768	0.077050	2.276200	0.709430	0.974728	0.200191	0.205382	0.195360	1.000000	1.000000	1.000000	1.000000	0.709430	0.709430
30.993145	31.500000	31.504144	61.652060	0.999868	0.108086	112.793662	107.858298	17.437749	0.693684	0.076935	2.274100	0.711784	0.972124	0.197809	0.203482	0.195504	1.000000	1.000000	1.000000	1.000000	0.711784	0.711784
30.493212	31.000000	31.004211	60.673715	0.999864	0.106676	113.281879	108.255413	17.685695	0.693589	0.076745	2.271900	0.714143	0.969339	0.195386	0.201567	0.195651	1.000000	1.000000	1.000000	1.000000	0.714143	0.714143
29.993281	30.500000	30.504280	59.695375	0.999860	0.105198	113.767335	108.655223	17.969607	0.693563	0.076728	2.269800	0.716476	0.967103	0.192945	0.199508	0.195705	1.000000	1.000000	1.000000	1.000000	0.716476	0.716476
29.493353	30.000000	30.004352	58.717039	0.999855	0.103747	114.246154	109.039739	18.262670	0.693522	0.076625	2.267600	0.718794	0.964550	0.190454	0.197454	0.195761	1.000000	1.000000	1.000000	1.000000	0.718794	0.718794
28.993426	29.500000	29.504425	57.738708	0.999850	0.102338	114.718465	109.422686	18.536526	0.693448	0.076596	2.265500	0.721070	0.961531	0.187938	0.195456	0.195915	1.000000	1.000000	1.000000	1.000000	0.721070	0.721070
28.493503	29.000000	29.004502	56.760382	0.999845	0.100994	115.183202	109.796098	18.819614	0.693319	0.076533	2.263400	0.723316	0.957811	0.185383	0.193548	0.196072	1.000000	1.000000	1.000000	1.000000	0.723316	0.723316
27.993582	28.500000	28.504581	55.782061	0.999839	0.099657	115.642974	110.155799	19.082852	0.693187	0.076401	2.261200	0.725552	0.953927	0.182784	0.191612	0.196327	1.000000	1.000000	1.000000	1.000000	0.725552	0.725552
27.493663	28.000000	28.004662	54.803746	0.999834	0.098260	116.095099	110.512824	19.415415	0.693126	0.076437	2.259100	0.727746	0.950519	0.180159	0.189538	0.196395	1.000000	1.000000	1.000000	1.000000	0.727746	0.727746
26.993748	27.500000	27.504747	53.825436	0.999827	0.097085	116.530245	110.849287	19.668277	0.692866	0.076294	2.257000	0.729869	0.944846	0.177481	0.187841	0.196749	1.000000	1.000000	1.000000	1.000000	0.729869	0.729869
26.493836	27.000000	27.004835	52.847133	0.999821	0.096066	116.962030	111.173227	19.900121	0.692444	0.075944	2.254800	0.731989	0.937507	0.174763	0.186413	0.197201	1.000000	1.000000	1.000000	1.000000	0.731989	0.731989
25.993927	26.500000	26.504926	51.868836	0.999814	0.094864	117.393729	111.503570	20.172502	0.692198	0.075874	2.252700	0.734102	0.931802	0.172037	0.184628	0.197561	1.000000	1.000000	1.000000	1.000000	0.734102	0.734102
25.494022	26.000000	26.005021	50.890546	0.999807	0.093713	117.815885	111.813940	20.487037	0.691910	0.075695	2.250500	0.736186	0.925450	0.169261	0.182896	0.197830	1.000000	1.000000	1.000000	1.000000	0.736186	0.736186
24.994120	25.500000	25.505119	49.912263	0.999799	0.092610	118.230121	112.121774	20.750094	0.691576	0.075583	2.248400	0.738231	0.918463	0.166463	0.181241	0.198291	1.000000	1.000000	1.000000	1.000000	0.738231	0.738231
24.494223	25.000000	25.005222	48.933988	0.999791	0.091557	118.637268	112.411985	21.024381	0.691192	0.075363	2.246200	0.740256	0.910806	0.163622	0.179645	0.198755	1.000000	1.000000	1.000000	1.000000	0.740256	0.740256
23.994329	24.500000	24.505328	47.955721	0.999783	0.090409	119.039803	112.695546	21.375667	0.690903	0.075259	2.244000	0.742266	0.903932	0.160754	0.177838	0.199037	1.000000	1.000000	1.000000	1.000000	0.742266	0.742266
23.494440	24.000000	24.005439	46.977463	0.999773	0.089262	119.425859	112.958010	21.708240	0.690631	0.075177	2.241800	0.744209	0.896861	0.157840	0.175992	0.199416	1.000000	1.000000	1.000000	1.000000	0.744209	0.744209
22.994556	23.500000	23.505555	45.999214	0.999764	0.088365	119.795905	113.208415	21.988132	0.690115	0.074975	2.239700	0.746082	0.887084	0.154894	0.174611	0.199985	1.000000	1.000000	1.000000	1.000000	0.746082	0.746082
22.494677	23.000000	23.005676	45.020975	0.999753	0.087480	120.158110	113.439438	22.247669	0.689585	0.074701	2.237500	0.747932	0.876997	0.151908	0.173214	0.200651	1.000000	1.000000	1.000000	1.000000	0.747932	0.747932
21.994803	22.500000	22.505802	44.042746	0.999742	0.086515	120.513626	113.651916	22.588970	0.689133	0.074442	2.235200	0.749765	0.867500	0.148885	0.171625	0.201137	1.000000	1.000000	1.000000	1.000000	0.749765	0.749765
21.494935	22.000000	22.005934	43.064529	0.999730	0.085537	120.847940	113.845813	22.946797	0.688718	0.074307	2.233000	0.751508	0.857919	0.145825	0.169975	0.201628	1.000000	1.000000	1.000000	1.000000	0.751508	0.751508
20.995073	21.500000	21.506072	42.086323	0.999718	0.084917	121.160371	114.011008	23.183810	0.687948	0.073865	2.230800	0.753162	0.844543	0.142717	0.168988	0.202493	1.000000	1.000000	1.000000	1.000000	0.753162	0.753162
20.495217	21.000000	21.006216	41.108131	0.999704	0.084320	121.462541	114.161718	23.436466	0.687150	0.073429	2.228600	0.754781	0.830750	0.139583	0.168020	0.203362	1.000000	1.000000	1.000000	1.000000	0.754781	0.754781
19.995369	20.500000	20.506368	40.129952	0.999689	0.083885	121.750603	114.283399	23.633550	0.686183	0.072784	2.226300	0.756350	0.815173	0.136405	0.167333	0.204420	1.000000	1.000000	1.000000	1.000000	0.756350	0.756350
19.495528	20.000000	20.006527	39.151788	0.999674	0.083360	122.041012	114.405720	23.881904	0.685279	0.072257	2.224000	0.757942	0.800299	0.133221	0.166464	0.205391	1.000000	1.000000	1.000000	1.000000	0.757942	0.757942
18.995695	19.500000	19.506694	38.173640	0.999657	0.082720	122.312701	114.502027	24.219487	0.684508	0.071867	2.221700	0.759461	0.786331	0.130000	0.165324	0.206185	1.000000	1.000000	1.000000	1.000000	0.759461	0.759461
18.495871	19.000000	19.006870	37.195509	0.999639	0.082403	122.562019	114.557382	24.431658	0.683407	0.071122	2.219300	0.760898	0.769117	0.126728	0.164771	0.207351	1.000000	1.000000	1.000000	1.000000	0.760898	0.760898
17.996057	18.500000	18.507056	36.217397	0.999619	0.082146	122.798801	114.604102	24.627270	0.682234	0.070442	2.217000	0.762289	0.751219	0.123444	0.164324	0.208613	1.000000	1.000000	1.000000	1.000000	0.762289	0.762289
17.496253	18.000000	18.007252	35.239305	0.999597	0.081969	123.020573	114.607257	24.808590	0.680970	0.069554	2.214500	0.763636	0.732493	0.120111	0.163975	0.209973	1.000000	1.000000	1.000000	1.000000	0.763636	0.763636
16.996460	17.500000	17.507459	34.261235	0.999574	0.082042	123.225118	114.595199	24.939817	0.679436	0.068559	2.212100	0.764918	0.711508	0.116762	0.164105	0.211520	1.000000	1.000000	1.000000	1.000000	0.764918	0.764918
16.496679	17.000000	17.007678	33.283189	0.999549	0.082378	123.425302	114.562785	24.952095	0.677586	0.067284	2.209600	0.766203	0.688365	0.113395	0.164730	0.213436	1.000000	1.000000	1.000000	1.000000	0.766203	0.766203
15.996912	16.500000	16.507911	32.305169	0.999521	0.082270	123.638970	114.532295	25.168747	0.676143	0.066385	2.207000	0.767569	0.668995	0.110030	0.164471	0.214907	1.000000	1.000000	1.000000	1.000000	0.767569	0.767569
15.497159	16.000000	16.008158	31.327177	0.999490	0.082519	123.832697	114.459259	25.266562	0.674310	0.065124	2.204300	0.768872	0.646760	0.106628	0.164865	0.216746	1.000000	1.000000	1.000000	1.000000	0.768872	0.768872
14.997422	15.500000	15.508421	30.349216	0.999457	0.082503	124.022559	114.363875	25.464404	0.672723	0.064080	2.201500	0.770184	0.626670	0.103210	0.164697	0.218413	1.000000	1.000000	1.000000	1.000000	0.770184	0.770184
14.497702	15.000000	15.008701	29.371290	0.999420	0.082858	124.190281	114.232774	25.547290	0.670730	0.062756	2.198700	0.771423	0.603863	0.099767	0.165214	0.220450	1.000000	1.000000	1.000000	1.000000	0.771423	0.771423
13.998002	14.500000	14.509001	28.393401	0.999380	0.083410	124.324984	114.050660	25.591112	0.668536	0.061312	2.195900	0.772544	0.579865	0.096288	0.166052	0.222677	1.000000	1.000000	1.000000	1.000000	0.772544	0.772544
13.498324	14.000000	14.009323	27.415555	0.999335	0.085216	124.447394	113.831602	25.174041	0.664945	0.058733	2.193000	0.773646	0.548005	0.092789	0.169322	0.226177	1.000000	1.000000	1.000000	1.000000	0.773646	0.773646
12.998669	13.500000	13.509668	26.437754	0.999284	0.085469	124.678501	113.702504	25.288530	0.662733	0.057333	2.189700	0.775273	0.526869	0.089374	0.169633	0.228422	1.000000	1.000000	1.000000	1.000000	0.775273	0.775273
12.499040	13.000000	13.010039	25.460006	0.999228	0.086263	124.851487	113.483595	25.230755	0.659991	0.055530	2.186400	0.776683	0.502689	0.085899	0.170879	0.231221	1.000000	1.000000	1.000000	1.000000	0.776683	0.776683
11.999441	12.500000	12.510440	24.482316	0.999165	0.087205	125.068816	113.290662	25.147218	0.656906	0.053541	2.182900	0.778335	0.478133	0.082455	0.172452	0.234212	1.000000	1.000000	1.000000	1.000000	0.778335	0.778335
11.499876	12.000000	12.010875	23.504691	0.999095	0.088232	125.283312	113.055152	25.006407	0.653646	0.051431	2.179200	0.780030	0.453662	0.078993	0.174123	0.237488	1.000000	1.000000	1.000000	1.000000	0.780030	0.780030
11.000348	11.500000	11.511347	22.527140	0.999014	0.089305	125.509192	112.795238	24.882783	0.650215	0.049250	2.175300	0.781834	0.429539	0.075528	0.175834	0.240867	1.000000	1.000000	1.000000	1.000000	0.781834	0.781834
10.500864	11.000000	11.011863	21.549673	0.998923	0.090344	125.786188	112.553207	24.714230	0.646594	0.047005	2.171100	0.783931	0.406136	0.072089	0.177501	0.244534	1.000000	1.000000	1.000000	1.000000	0.783931	0.783931
10.001428	10.500000	10.512427	20.572302	0.998818	0.090918	126.092363	112.312013	24.733217	0.643299	0.045154	2.166700	0.786226	0.385227	0.068666	0.178247	0.247853	1.000000	1.000000	1.000000	1.000000	0.786226	0.786226
9.502048	10.000000	10.013047	19.595041	0.998697	0.091422	126.394441	112.001532	24.812727	0.639964	0.043296	2.162000	0.788593	0.364863	0.065215	0.178740	0.251190	1.000000	1.000000	1.000000	1.000000	0.788593	0.788593
9.002734	9.500000	9.513733	18.617908	0.998556	0.092634	126.675277	111.607928	24.659132	0.635756	0.040870	2.157100	0.790964	0.342085	0.061737	0.180474	0.255362	1.000000	1.000000	1.000000	1.000000	0.790964	0.790964
8.503496	9.000000	9.014495	17.640923	0.998392	0.094242	127.012189	111.215737	24.357258	0.630809	0.038027	2.151800	0.793692	0.318549	0.058283	0.182964	0.260193	1.000000	1.000000	1.000000	1.000000	0.793692	0.793692
8.004347	8.500000	8.515346	16.664113	0.998198	0.096195	127.371410	110.787292	23.919713	0.625238	0.034924	2.146200	0.796641	0.294744	0.054834	0.186038	0.265687	1.000000	1.000000	1.000000	1.000000	0.796641	0.796641
7.505304	8.000000	8.016303	15.687511	0.997966	0.096068	127.878338	110.432089	24.113178	0.621400	0.033203	2.139800	0.800393	0.277774	0.051443	0.185198	0.269655	1.000000	1.000000	1.000000	1.000000	0.800393	0.800393
7.006389	7.500000	7.517388	14.711158	0.997687	0.097111	128.304985	109.878205	24.024781	0.616230	0.030697	2.133200	0.803969	0.257615	0.047987	0.186272	0.274747	1.000000	1.000000	1.000000	1.000000	0.803969	0.803969
6.507628	7.000000	7.018627	13.735107	0.997346	0.098737	128.821589	109.335922	23.648762	0.609899	0.027642	2.126000	0.808133	0.236482	0.044567	0.188458	0.281060	1.000000	1.000000	1.000000	1.000000	0.808133	0.808133
6.009056	6.500000	6.520055	12.759427	0.996924	0.099327	129.411553	108.727662	23.645703	0.604223	0.025244	2.118000	0.812873	0.218286	0.041154	0.188533	0.286677	1.000000	1.000000	1.000000	1.000000	0.812873	0.812873
5.510722	6.000000	6.021721	11.784211	0.996393	0.100557	130.062765	108.051403	23.361543	0.597290	0.022329	2.109300	0.818163	0.199031	0.037752	0.189682	0.293621	1.000000	1.000000	1.000000	1.000000	0.818163	0.818163
5.012688	5.500000	5.523687	10.809584	0.995712	0.101302	130.788547	107.253348	23.249435	0.590262	0.019658	2.099600	0.824151	0.181103	0.034351	0.189680	0.300614	1.000000	1.000000	1.000000	1.000000	0.824151	0.824151
4.515045	5.000000	5.026044	9.835721	0.994818	0.101940	131.588597	106.334987	23.156600	0.582624	0.017033	2.088900	0.830900	0.163609	0.030962	0.189243	0.308218	1.000000	1.000000	1.000000	1.000000	0.830900	0.830900
