id,air,bacnetConnRef,bacnetCur,bacnetCurName,bacnetDesc,bacnetHis,bacnetHisName,bacnetLogBufferSize,bacnetLogCovIncrement,bacnetLogInterval,bacnetPoint,bellaCurValPolling,chilled,cmd,connRef,cur,curStatus,curVal,disMacro,disable,discharge,equipRef,his,hisCollectInterval,hisCollectWriteFreq,hisEnd,hisMode,hisSize,hisStart,hisStatus,humidity,kind,leaving,locationRef,mixed,navName,outside,point,preheat,return,sensor,siteRef,sp,spaceRef,temp,tmp,tz,unit,water,writeLevel,writeStatus,zone,mod
@p:integration:r:2683b862-fe6a7368 'B71 BELLA Lab Lab 146C ERC [Exp Cave] Supply Air Temperature (Cave)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002362,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 EXPERIMENT CAVE SAT,Temperature,TL3002755,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 EXPERIMENT CAVE SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,68.22176361083984 °F,$equipRef $navName,,MARKER,@p:integration:r:2ca7314e-9dfe75ee 'B71 BELLA Lab Lab 146C ERC [Exp Cave]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2264496.0,2020-06-22 09:56:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature (Cave),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-a8c73d66 'B71 BELLA Lab Lab 146C',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.495000+00:00
@p:integration:r:267ea201-8f32486c 'B71 BELLA Lab Lab 146 ERC [Zone 1 (NE)] Zone Temperature (Laser 1)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002349,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 1 TEMP,Zone Temperature,TL3002749,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 1 TEMP.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,70.9516830444336 °F,$equipRef $navName,,,@p:integration:r:2ca72ffd-a09ddce9 'B71 BELLA Lab Lab 146 ERC [Zone 1 (NE)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268818.0,2020-06-19 09:52:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature (Laser 1),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.499000+00:00
@p:integration:r:267ea201-ddf21d90 'B71 BELLA Lab Lab 146 ERC [Beam Focus (S)] Zone Temperature (Beam Focus)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002365,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 BEAM FOCUS ZAT,Zone Temperature,TL3002758,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 BEAM FOCUS ZAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,71.02857971191406 °F,$equipRef $navName,,,@p:integration:r:2ca7314e-58ccd2ff 'B71 BELLA Lab Lab 146 ERC [Beam Focus (S)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268813.0,2020-06-19 09:53:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature (Beam Focus),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.515000+00:00
@p:integration:r:267ea201-ec8e91ee 'B71 BELLA Lab Lab 146 ERC [Zone 2 (NW)] Zone Temperature (Laser 2)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002350,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 2 TEMP,Zone Temperature,TL3002750,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 2 TEMP.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,70.99494934082031 °F,$equipRef $navName,,,@p:integration:r:2ca72ffd-0ba18638 'B71 BELLA Lab Lab 146 ERC [Zone 2 (NW)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268812.0,2020-06-19 09:52:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature (Laser 2),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.516000+00:00
@p:integration:r:267ea201-eff8bf7b 'B71 BELLA Lab Lab 146 ERC [Zone 4 (SW)] Zone Temperature (Laser 4)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002364,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 LASER BAY ZN 4 ZAT,Zone Temperature,TL3002757,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 LASER BAY ZN 4 ZAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,70.9156494140625 °F,$equipRef $navName,,,@p:integration:r:2ca72ffd-882283f6 'B71 BELLA Lab Lab 146 ERC [Zone 4 (SW)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268814.0,2020-06-19 09:53:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature (Laser 4),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.521000+00:00
@p:integration:r:24c357ca-63fe7fab 'B71 CHW Plant Primary CHW Supply Temperature',,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3000214,NAE7/N2 Trunk 1.71_ARU8_CT4.CHW_ST,Chilled Water Supply Temperature,TL3000663,NAE7/N2 Trunk 1.71_ARU8_CT4.CHW_ST.Trend1,144.0 records,,1.0 min,MARKER,MARKER,MARKER,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,42.71875 °F,$equipRef $navName,,,@p:integration:r:296a3ba6-0404f8a3 'B71 CHW Plant Primary',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,1728858.0,2019-07-17 21:25:00-07:00,unknown,,Number,MARKER,@p:integration:r:2288edfc-23aecc39 'B71 CHW',,CHW Supply Temperature,,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2288edfc-23aecc39 'B71 CHW',MARKER,,Los_Angeles,°F,MARKER,,,,2024-10-28 00:22:53.526000+00:00
@p:integration:r:2683b862-e2bc50aa 'B71 BELLA Lab Lab 146 ERC [Zone 4 (SW)] Supply Air Temperature (Laser 4)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002359,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 LASER BAY ZN 4 SAT,Discharge Air Temperature,TL3002752,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 LASER BAY ZN 4 SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,73.32166290283203 °F,$equipRef $navName,,MARKER,@p:integration:r:2ca72ffd-882283f6 'B71 BELLA Lab Lab 146 ERC [Zone 4 (SW)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2264491.0,2020-06-22 09:55:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature (Laser 4),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.538000+00:00
@p:integration:r:267d5138-e6f96a0f '71-AHU-36 Supply Air Temperature',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3001321,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 SAT,Discharge Air Temperature,TL3002733,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,55.081573486328125 °F,$equipRef $navName,,MARKER,@p:integration:r:267bd1d7-5c2d62ae '71-AHU-36',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2270501.0,2020-06-18 06:18:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature,,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b7c4-69cdffba 'B71 BELLA Lab',MARKER,,Los_Angeles,°F,,,,,2024-10-28 00:22:53.543000+00:00
@p:integration:r:2683b862-3b054f74 'B71 BELLA Lab Lab 146 ERC [Zone 2 (NW)] Supply Air Temperature (Laser 2)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002346,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 2 SAT,Discharge Air Temperature,TL3002747,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 2 SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,69.6110610961914 °F,$equipRef $navName,,MARKER,@p:integration:r:2ca72ffd-0ba18638 'B71 BELLA Lab Lab 146 ERC [Zone 2 (NW)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2264478.0,2020-06-22 09:55:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature (Laser 2),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.554000+00:00
@p:integration:r:267ea201-8cb9e4d8 '71 Clean Room Zone Temperature (Clean Rm)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3001347,NAE7/BACnet Trunk 2.71 AHU 37.71 CLEAN RM TEMP,Zone Temperature,TL3002742,NAE7/BACnet Trunk 2.71 AHU 37.71 CLEAN RM TEMP.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,71.15817260742188 °F,$equipRef $navName,,,@p:integration:r:2ca7309e-f6330990 '71 Clean Room',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268798.0,2020-06-19 09:52:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature (Clean Rm),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.555000+00:00
@p:integration:r:267e8317-2318784e '71-AHU-34 Zone Temperature',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3000090,NAE7/N2 Trunk 1.71_AHU34.ZAT,Zone Temperature,TL3008907,NAE7/N2 Trunk 1.71_AHU34.ZAT.Trend2,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,69.05242919921875 °F,$equipRef $navName,,,@p:integration:r:267bcd2d-e15fd59e '71-AHU-34',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268798.0,2020-06-19 09:52:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature,,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:29cd07f7-ab30dec0 '71-AHU-34',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.559000+00:00
@p:integration:r:267d5625-8d219c71 '71-AHU-36 Outside Air Relative Humidity',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3001284,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 OA HUMID,Outdoor Air Humidity,TL3002735,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 OA HUMID.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,35.182254791259766 %RH,$equipRef $navName,,,@p:integration:r:267bd1d7-5c2d62ae '71-AHU-36',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2270472.0,2020-06-18 06:18:00-07:00,unknown,MARKER,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Outside Air Relative Humidity,MARKER,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b7c4-69cdffba 'B71 BELLA Lab',,,Los_Angeles,%RH,,,,,2024-10-28 00:22:53.563000+00:00
@p:integration:r:2683be06-9d05efdb '71 Clean Room Zone Temperature',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AV3001314,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 37 CLEAN RM ZAT,CS Input (Float),TL3002804,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 37 CLEAN RM ZAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,71.15817260742188 °F,$equipRef $navName,,,@p:integration:r:2ca7309e-f6330990 '71 Clean Room',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,1553575.0,2020-06-21 12:20:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature,,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.565000+00:00
@p:integration:r:2683b862-d6db65c4 'B71 BELLA Lab Lab 146 ERC [Zone 3 (E)] Supply Air Temperature (Laser 3)',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002348,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 3 SAT,DISCHARGE AIR Temperature,TL3002748,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 1-3.71 LASER BAY ZN 3 SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,72.06110382080078 °F,$equipRef $navName,,MARKER,@p:integration:r:2ca72ffd-5996755a 'B71 BELLA Lab Lab 146 ERC [Zone 3 (E)]',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2264488.0,2020-06-22 09:55:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature (Laser 3),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b8d1-ac90d516 'B71 BELLA Lab Lab 146',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.569000+00:00
@p:integration:r:267ea201-ca73ecb9 '71-AHU-38 Zone Temperature',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3001370,NAE7/BACnet Trunk 2.71 AHU 38.71 AHU 38 ZAT,Zone Temperature,TL3002768,NAE7/BACnet Trunk 2.71 AHU 38.71 AHU 38 ZAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,73.0668716430664 °F,$equipRef $navName,,,@p:integration:r:267bd1f1-30e50564 '71-AHU-38',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2268813.0,2020-06-19 09:53:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Zone Temperature,,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b7c4-69cdffba 'B71 BELLA Lab',MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.576000+00:00
"@p:integration:r:2683b862-5868b3e6 'B71 BELLA Lab Lab 126A,B ERC (Staging/Gowning) Supply Air Temperature (STAGING GWNING)'",MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3002360,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 STAGING GWNING SAT,SUPPLY AIR TEMP,TL3002753,NAE7/BACnet Trunk 2.71 AHU 37 REHEAT ZN 4-7.71 STAGING GWNING SAT.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,68.07755279541016 °F,$equipRef $navName,,MARKER,"@p:integration:r:2ca7310f-99857f5f 'B71 BELLA Lab Lab 126A,B ERC (Staging/Gowning)'",MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,2264480.0,2020-06-22 09:55:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Supply Air Temperature (STAGING GWNING),,MARKER,,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,"@p:integration:r:2dc7b8d1-665600bf 'B71 BELLA Lab Lab 126A,B'",MARKER,,Los_Angeles,°F,,,,MARKER,2024-10-28 00:22:53.584000+00:00
@p:integration:r:2eb3e716-08088939 '71 Bella Vibration Analysis NAE7/Programming.Test.TestAV1',,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AV3024548,,,TL3024549,,,,,MARKER,MARKER,,MARKER,,MARKER,ok,2974.98388671875,$equipRef $navName,,,@p:integration:r:29687765-4219ca0f '71 Bella Vibration Analysis',MARKER,1.0 min,15.0 min,2024-10-29 11:50:00-07:00,,17.0,2024-10-29 11:34:00-07:00,unknown,,Number,,,,NAE7/Programming.Test.TestAV1,,MARKER,,,,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b7c4-69cdffba 'B71 BELLA Lab',,,Los_Angeles,,,17.0,unknown,,2024-10-29 18:49:17.503000+00:00
@p:integration:r:2ca74be8-4a8b96c1 '71-AHU-36 Preheat Air Temp',MARKER,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',AI3001289,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 PREHEAT TEMP,Preheat Temperature,TL3002722,NAE7/BACnet Trunk 2.71 AHU 36.71 AHU 36 PREHEAT TEMP.Trend1,144.0 records,,1.0 min,MARKER,MARKER,,,@p:integration:r:241312f3-16ea8cc5 '71-NAE-7',MARKER,ok,60.4879150390625 °F,$equipRef $navName,,,@p:integration:r:267bd1d7-5c2d62ae '71-AHU-36',MARKER,1.0 min,15.0 min,2024-10-29 11:44:00-07:00,,572184.0,2023-09-27 11:05:00-07:00,unknown,,Number,,@p:integration:r:267bcaad-329ce41f 'B71 AHUs & Exhaust',,Preheat Air Temp,,MARKER,MARKER,,MARKER,@p:integration:r:2288ede8-e064f7db '71',,@p:integration:r:2dc7b7c4-69cdffba 'B71 BELLA Lab',MARKER,2023-09-27,Los_Angeles,°F,,,,,2024-10-28 00:22:53.594000+00:00
